Date,Country,Customer Review,Analysis,Rating
2024-10-31,United Kingdom,"""Who can trust BA to travel2",Positive,5.0
2024-10-31,United States,"""just another poor airline""",Negative,1.0
2024-10-25,United Kingdom,"""spent two hours trying to make contact with BA""",Neutral,2.5
2024-10-24,United States,"""using another airline for future travel""",Neutral,2.5
2024-10-22,Switzerland,"""oversold tickets on our flight"" ",Neutral,2.5
2024-10-14,South Africa,“Appalling service”,Negative,1.0
2024-10-12,United Kingdom,“BA’s petty penny pinching ”,Negative,1.0
2024-10-12,Germany,“British arrogance with no manners”,Negative,1.0
2024-10-12,United States,"""Terrible customer service"" ",Negative,1.0
2024-10-09,South Africa,“left much to be desired”,Positive,5.0
2024-10-08,United Kingdom,"""crew were all very friendly""",Positive,5.0
2024-10-06,United Kingdom,"""Simply not good enough"" ",Positive,5.0
2024-10-05,United States,“BA refuses to reimburse us”,Negative,1.0
2024-10-04,India,"""my luggage is missing""",Negative,1.0
2024-09-28,United Kingdom,"""work is needed to provide a better customer experience""",Positive,5.0
2024-09-25,United Kingdom,"""barely a step above low cost airlines""",Negative,1.0
2024-09-24,United States,"""Happy with the flight crew""",Positive,5.0
2024-09-22,Morocco,"""seats are super uncomfortable"" ",Neutral,2.5
2024-09-13,United States,"""very disappointed"" ",Negative,1.0
2024-09-13,Australia,"""happily recommend and use BA"" ",Positive,5.0
2024-09-13,United Kingdom,"""cannot get compensation for our flight""",Neutral,2.5
2024-09-11,United Kingdom,“Crew very friendly and attentive”,Positive,5.0
2024-09-08,United Kingdom,"""A nightmare journey""",Neutral,2.5
2024-09-06,United Kingdom,“One gets better service in McDonalds”,Positive,5.0
2024-09-02,United Kingdom,"“shocking food, service, exorbitant prices”",Negative,1.0
2024-09-01,United Kingdom,"""delayed with no explanation""",Negative,1.0
2024-08-30,United Kingdom,"""Sound food and drink offered""",Neutral,2.5
2024-08-28,United Kingdom,"“beyond appalled, hurt and frustrated”",Negative,1.0
2024-08-28,Hong Kong,"""experience was overall very poor""",Negative,1.0
2024-08-27,United States,“the entire travel was cancelled”,Negative,1.0
2024-08-26,United Kingdom,“service offered was exceptional”,Neutral,2.5
2024-08-26,United Kingdom,"""No meal served""",Neutral,2.5
2024-08-25,United Kingdom,“no response to complaint”,Negative,1.0
2024-08-25,United Kingdom,“cabin crew are brilliant”,Positive,5.0
2024-08-22,United States,"""may never see your refund""",Neutral,2.5
2024-08-21,United States,“failed to enjoy business class”,Negative,1.0
2024-08-21,United Kingdom,"“somewhere below easyJet, above Ryanair”",Neutral,2.5
2024-08-18,United States,"""zero response from BA to reimburse us""",Neutral,2.5
2024-08-15,United Kingdom,"""no acknowledgment or resolution""",Neutral,2.5
2024-08-12,United Kingdom,"""Outstanding service"" ",Positive,5.0
2024-08-12,Lebanon,"""the crew were fabulous""",Positive,5.0
2024-08-11,United States,“customer service has been horrible”,Negative,1.0
2024-08-09,United Kingdom,"""Not as much as an apology""",Neutral,2.5
2024-08-08,United States,"""no one attending or caring""",Positive,5.0
2024-08-08,United States,“disappointed in British Airways”,Negative,1.0
2024-08-07,Lebanon,"""easy and enjoyable flight""",Positive,5.0
2024-08-07,United Kingdom,"""Crew were amazing and attentive""",Positive,5.0
2024-08-05,United States,"""missed my connecting flight""",Negative,1.0
2024-08-03,Italy,“time to change leadership team”,Neutral,2.5
2024-08-02,Australia,"""avoid it at all cost!"" ",Negative,1.0
2024-08-02,United Kingdom,“Great customer service from BA”,Positive,5.0
2024-07-30,United States,"""Absolute worst travel experience""",Negative,1.0
2024-07-30,United Kingdom,"""one of the worst airlines""",Negative,1.0
2024-07-28,United Kingdom,"""my travel pram confiscated from me""",Neutral,2.5
2024-07-19,United States,“VERY uncomfortable seats”,Negative,1.0
2024-07-16,New Zealand,"""substandard business class experience""",Neutral,2.5
2024-07-15,United Kingdom,"""Customer Service is shocking""",Negative,1.0
2024-07-09,Germany,"""left me extremely disappointed"" ",Negative,1.0
2024-07-05,United Kingdom,“customer service was awful”,Negative,1.0
2024-07-01,Canada,"""over 2 weeks to respond"" ",Neutral,2.5
2024-06-30,United Kingdom,“wholly inadequate customer service”,Negative,1.0
2024-06-26,United Kingdom,“the cabin crew were great”,Positive,5.0
2024-06-23,Canada,"""cannot recommend BA""",Neutral,2.5
2024-06-23,Canada,“a very poor last impression of BA”,Negative,1.0
2024-06-18,United Kingdom,"""happy to recommend BA""",Positive,5.0
2024-06-18,United Kingdom,"""cancelled our return flight"" ",Negative,1.0
2024-06-17,United Kingdom,"""Very good experience all round""",Positive,5.0
2024-06-17,United Kingdom,"""inflight service was efficient and friendly""",Positive,5.0
2024-06-16,United States,“worst airline I’ve ever flown”,Negative,1.0
2024-06-15,United Kingdom,"""Cabin crew were great""",Positive,5.0
2024-06-10,United Kingdom,"""flight itself was quite good""",Positive,5.0
2024-06-09,United Kingdom,"""You expect better from BA""",Positive,5.0
2024-06-06,United States,"“never fly British Airways""",Neutral,2.5
2024-06-03,United Kingdom,“we will rethink BA moving forward”,Neutral,2.5
2024-06-01,United States,“extremely poor customer service”,Negative,1.0
2024-06-01,United Kingdom,“a pleasant and civilized journey”,Positive,5.0
2024-05-31,United States,"""the worst BA flight we've experienced""",Negative,1.0
2024-05-31,Austria,"""Never again British Airways""",Neutral,2.5
2024-05-30,South Africa,"""only been offered half a glass of water""",Neutral,2.5
2024-05-29,United Kingdom,"""told by cabin crew I would be refunded""",Neutral,2.5
2024-05-26,United Kingdom,“premium price for a sub-par product”,Neutral,2.5
2024-05-20,United States,"""can't even choose my own seat""",Neutral,2.5
2024-05-18,United Kingdom,“Very impressed with BA”,Positive,5.0
2024-05-14,United Kingdom,"""appalling customer service""",Neutral,2.5
2024-05-08,Canada,"""baggage customer service is a joke""",Neutral,2.5
2024-05-08,Italy,"""Worst business class ever""",Negative,1.0
2024-05-07,United Kingdom,"""replicating the likes of Ryanair""",Neutral,2.5
2024-05-05,United Kingdom,"""declined to offer compensation"" ",Neutral,2.5
2024-05-01,Denmark,"""onboard like discount carriers""",Neutral,2.5
2024-04-30,United Kingdom,"""Never using them again""",Neutral,2.5
2024-04-27,Singapore,"""undiscerning and insincere compensation""",Negative,1.0
2024-04-25,United Kingdom,"""mock and insult your passengers""",Negative,1.0
2024-04-22,United Kingdom,"""lost my luggage on both flights""",Negative,1.0
2024-04-20,United States,"""the worst experience"" ",Negative,1.0
2024-04-12,Netherlands,"""The flights were okay""",Neutral,2.5
2024-04-10,United States,“entire experience has been stressful”,Negative,1.0
2024-04-10,United States,"""whole experience was awful""",Negative,1.0
2024-04-07,United States,“This is true service”,Positive,5.0
2024-04-03,United Kingdom,"""Flight attendants welcoming""",Positive,5.0
2024-04-02,United Kingdom,"""the service was appalling""",Neutral,2.5
2024-04-02,United Kingdom,"""service was slow and unfriendly""",Negative,1.0
2024-03-28,United Kingdom,"""a really lovely flight"" ",Positive,5.0
2024-03-28,United Kingdom,"""travelling with British Airways so stressful""",Negative,1.0
2024-03-26,United Kingdom,“didn't find the crew particularly welcoming”,Positive,5.0
2024-03-26,United Kingdom,"""I would say disappointing"" ",Negative,1.0
2024-03-25,United Kingdom,"""Exceptional flight""",Neutral,2.5
2024-03-25,United Kingdom,"""Cabin crew attentive and bubbly""",Neutral,2.5
2024-03-25,United Kingdom,“a terrible and unnecessary experience”,Negative,1.0
2024-03-21,United Kingdom,"""stick to their cabin bag size limit""",Neutral,2.5
2024-03-21,Canada,"""crew were attentive, friendly""",Positive,5.0
2024-03-19,United Kingdom,"""Utterly outrageous""",Negative,1.0
2024-03-19,Singapore,"""They have a long way to go"" ",Neutral,2.5
2024-03-14,Belgium,"""FA's were friendly""",Positive,5.0
2024-03-14,Belgium,"""Far from pleasant experience""",Positive,5.0
2024-03-12,Canada,"""cancelled our return flight"" ",Negative,1.0
2024-03-11,Denmark,"""KLM is definitely a league over BA""",Positive,5.0
2024-03-10,United Kingdom,"""Service extremely inattentive"" ",Neutral,2.5
2024-03-05,Australia,"""worst business class experience""",Negative,1.0
2024-03-04,Canada,"""it's truly awful for short-haul""",Negative,1.0
2024-03-04,Singapore,"""never be flying with BA again""",Neutral,2.5
2024-03-04,United Kingdom,"""it was extremely underwhelming""",Neutral,2.5
2024-03-02,United Kingdom,"""an excellent experience"" ",Positive,5.0
2024-03-01,Australia,"""they refused to fly me back!",Negative,1.0
2024-02-29,United Kingdom,"""Poor from start to finish""",Negative,1.0
2024-02-29,United Kingdom,“customer service non existent”,Neutral,2.5
2024-02-23,United Kingdom,"""no better than the worst of the low cost""",Negative,1.0
2024-02-21,United Kingdom,"""could not have been better""",Positive,5.0
2024-02-17,United States,"""Never again""",Neutral,2.5
2024-02-17,United Kingdom,"""Is this how low BA has fallen?"" ",Negative,1.0
2024-02-16,United States,“It was a terrible experience”,Negative,1.0
2024-02-11,United States,"""all needs a serious rework""",Negative,1.0
2024-02-08,United Kingdom,"""flights they have not actually provided""",Neutral,2.5
2024-02-06,Nigeria,“meticulous attention to detail”,Neutral,2.5
2024-02-05,United Kingdom,“they have ignored every communication”,Negative,1.0
2024-02-02,United Kingdom,"""fabulous cabin crew""",Positive,5.0
2024-01-30,Japan,"""no great expectations"" ",Positive,5.0
2024-01-29,United Kingdom,"""actively try and split families up""",Neutral,2.5
2024-01-28,Ukraine,"""my cabin luggage was taken""",Neutral,2.5
2024-01-26,United Kingdom,“appalling service”,Neutral,2.5
2024-01-23,Germany,“Worst service ever”,Negative,1.0
2024-01-21,United Kingdom,"""unprofessional attitude of the pilots"" ",Negative,1.0
2024-01-18,United Kingdom,“Next time it will be Jet2”,Neutral,2.5
2024-01-18,United Kingdom,“become the Ryanair of long-haul travel”,Neutral,2.5
2024-01-17,Germany,“They never help us”,Negative,1.0
2024-01-16,United Kingdom,“uncomfortable seat and disgusting food”,Negative,1.0
2024-01-15,Ireland,"""Zero customer service""",Neutral,2.5
2024-01-12,United Kingdom,"""baggage arrival nearly took 1.5 hours"" ",Neutral,2.5
2024-01-12,United Kingdom,"""Overall very satisfied""",Positive,5.0
2024-01-09,Spain,"""airline is a total disgrace"" ",Negative,1.0
2024-01-07,United Kingdom,"""we were pleased with the service""",Positive,5.0
2024-01-03,United States,"""Gate agent was extremely rude""",Negative,1.0
2024-01-02,China,"""incredibly heartless and incompetent company""",Negative,1.0
2023-12-29,United Kingdom,"""their service was hit-and-miss""",Negative,1.0
2023-12-29,United Kingdom,""" Worse than a low-cost carrier""",Negative,1.0
2023-12-27,United Kingdom,"""Very Poor Business class product""",Negative,1.0
2023-12-27,United Kingdom,“if GF - take your own food”,Neutral,2.5
2023-12-23,United States,“pathetic business class product”,Negative,1.0
2023-12-21,Canada,“Staff look tired and overworked”,Neutral,2.5
2023-12-21,Australia,“I couldn’t fault them”,Negative,1.0
2023-12-21,United States,“incompetence in customer service”,Negative,1.0
2023-12-20,United States,“The most ridiculous thing I've heard”,Negative,1.0
2023-12-20,United Kingdom,"""one of the most disgusting onboard meals""",Negative,1.0
2023-12-18,United Kingdom,“Does BA pay experts to design these breakfasts”,Negative,1.0
2023-12-17,United States,"""business class seats were abysmal""",Neutral,2.5
2023-12-15,United Kingdom,"""Worst service/airline ever""",Negative,1.0
2023-12-14,United Kingdom,“Much better experience this time around”,Positive,5.0
2023-12-12,United Kingdom,"“our compensation rights""",Neutral,2.5
2023-12-12,United Kingdom,"""A380's are showing their age""",Neutral,2.5
2023-12-10,United Kingdom,"""Service was fantastic"" ",Positive,5.0
2023-12-10,United Kingdom,"""it was a very nice flight"" ",Positive,5.0
2023-12-09,United Kingdom,"""onboard service was efficient""",Positive,5.0
2023-12-06,Ecuador,“Lots of stress”,Negative,1.0
2023-12-05,United States,"""did not offer a wheelchair""",Neutral,2.5
2023-12-04,United Kingdom,“Seat was fine but product ageing”,Neutral,2.5
2023-12-03,United Kingdom,"""such a terrible customer experience"" ",Negative,1.0
2023-11-30,United Kingdom,"""I was pleasantly surprised""",Positive,5.0
2023-11-26,Switzerland,"""Buckle up, folks; this one's a rollercoaster""",Neutral,2.5
2023-11-23,United Kingdom,"""cabin crew excellent""",Positive,5.0
2023-11-19,Germany,"""Service level far worse then Ryanair""",Negative,1.0
2023-11-19,United States,"""do not upgrade members based on status""",Neutral,2.5
2023-11-16,Ireland,"""Flight was smooth and quick""",Neutral,2.5
2023-11-16,Australia,"""Absolutely hopeless airline""",Negative,1.0
2023-11-14,United States,"""Customer Service is non existent""",Neutral,2.5
2023-11-12,Romania,"""I can’t imagine a worst airline""",Negative,1.0
2023-11-08,United Kingdom,"""sufficient leg and arm room""",Neutral,2.5
2023-11-07,United Kingdom,“crew were polite”,Neutral,2.5
2023-11-05,Italy,"""Angry, disappointed, and unsatisfied""",Negative,1.0
2023-11-05,United Kingdom,"""BA now stands for Basic Airways""",Neutral,2.5
2023-11-04,Ireland,"""A totally unremarkable flight""",Neutral,2.5
2023-10-31,United States,“BA clearly does not care”,Positive,5.0
2023-10-28,United Kingdom,"""reflect a downward trend of the airline""",Neutral,2.5
2023-10-24,United States,"""One of my better flights""",Positive,5.0
2023-10-23,United Kingdom,"""I would still recommend BA"" ",Neutral,2.5
2023-10-22,United States,"""the worst experience ever""",Negative,1.0
2023-10-22,United Kingdom,"""an exceptional crew member"" ",Neutral,2.5
2023-10-21,Netherlands,"""even Ryanair have more space""",Neutral,2.5
2023-10-21,United Kingdom,"""in-flight service is usually weak""",Negative,1.0
2023-10-19,United Kingdom,"""BA customer service is a disgrace""",Negative,1.0
2023-10-19,United States,"""little concern for customer service""",Neutral,2.5
2023-10-17,United Kingdom,"""gave up being a full-service airline""",Neutral,2.5
2023-10-17,United States,“I hate British Airways!”,Negative,1.0
2023-10-16,United Kingdom,"""2½ hours before the bags finally arrived"" ",Neutral,2.5
2023-10-14,United Kingdom,"""left on your own and nobody cares""",Positive,5.0
2023-10-14,United Kingdom,"""Club Europe is simply a joke""",Neutral,2.5
2023-10-12,United Kingdom,"""Very second rate shoddy airline""",Neutral,2.5
2023-10-12,Australia,"""some sort of medieval torture""",Negative,1.0
2023-10-11,United Kingdom,"""Never again BA"" ",Neutral,2.5
2023-10-11,United Kingdom,"""BA Gatwick are not BA"" ",Neutral,2.5
2023-10-10,United Kingdom,"""Boarding flight took an hour"" ",Neutral,2.5
2023-10-08,United States,"""our luggage was soaking wet""",Neutral,2.5
2023-10-07,Australia,"""The worst airline I have ever flown""",Negative,1.0
2023-10-07,United Kingdom,"""Excellent service levels""",Positive,5.0
2023-10-05,United Kingdom,"""British Airways was absolutely shocking""",Negative,1.0
2023-10-03,United Kingdom,"""service was mediocre at best""",Positive,5.0
2023-10-02,United Kingdom,"""BA standards continue to decline""",Neutral,2.5
2023-10-02,United Kingdom,"""won the race to the bottom"" ",Neutral,2.5
2023-10-02,United Kingdom,"""Not a reliable airline""",Neutral,2.5
2023-09-30,United Kingdom,"""It is a national disgrace""",Negative,1.0
2023-09-30,Italy,"""The worst journey in my life""",Negative,1.0
2023-09-28,United States,"""Very disappointed""",Negative,1.0
2023-09-28,United Kingdom,"""the service was shockingly bad""",Negative,1.0
2023-09-27,United Kingdom,"""Never again will I fly BA""",Neutral,2.5
2023-09-23,United States,"""never fly this awful airline again"" ",Neutral,2.5
2023-09-22,United States,"""I’ll never fly with them again""",Neutral,2.5
2023-09-22,United Kingdom,"""the worst of the worst""",Negative,1.0
2023-09-20,France,"""everyone refused to help us"" ",Neutral,2.5
2023-09-20,Germany,"""not a single feedback from British Airways""",Neutral,2.5
2023-09-19,Switzerland,"""never fly British Airways again""",Neutral,2.5
2023-09-18,United Kingdom,"""Club Europe doesn’t feel very premium""",Neutral,2.5
2023-09-16,United Kingdom,"""the worst airline in the UK""",Negative,1.0
2023-09-15,South Africa,"""Worst BA experience""",Negative,1.0
2023-09-13,Canada,"""the worst airline service""",Negative,1.0
2023-09-11,United Kingdom,"""service on board was impeccable""",Neutral,2.5
2023-09-10,United Kingdom,"""a national disgrace""",Negative,1.0
2023-09-09,Kuwait,"""The worst service ever""",Negative,1.0
2023-09-06,Germany,"""Cannot recommend""",Neutral,2.5
2023-09-04,United Kingdom,"""BA is worse than a low cost carrier""",Negative,1.0
2023-09-04,Iceland,"""less than a premium experience""",Neutral,2.5
2023-09-04,Iceland,"""good, but not spectacular""",Positive,5.0
2023-09-04,United Kingdom,"""Lies and misleading unprofessional service""",Negative,1.0
2023-09-02,Australia,"""avoid BA like the plague""",Neutral,2.5
2023-09-01,United Kingdom,"""British Airways absolutely does not care""",Positive,5.0
2023-09-01,United States,"""utter abdication of responsibility""",Neutral,2.5
2023-08-31,United States,"""express our displeasure and concerns""",Neutral,2.5
2023-08-30,United Kingdom,"""they are the worst in Europe""",Negative,1.0
2023-08-30,Germany,"""customer service being so horrible""",Negative,1.0
2023-08-28,United Kingdom,"""appalling customer service""",Neutral,2.5
2023-08-27,United Kingdom,"""standards are worse than ever"" ",Negative,1.0
2023-08-27,United Kingdom,"""still waiting for reimbursement""",Neutral,2.5
2023-08-27,United Kingdom,"""unprofessional, uncaring""",Negative,1.0
2023-08-26,United States,"""Nice flight, good crew, very good seat""",Positive,5.0
2023-08-26,Canada,"""Such a horrible experience""",Negative,1.0
2023-08-25,Denmark,"""Never again, BA""",Neutral,2.5
2023-08-24,United Kingdom,"""ravioli pasta had dried out""",Neutral,2.5
2023-08-19,United States,"""Great customer service""",Positive,5.0
2023-08-13,United Kingdom,"""Cabin crew were all fantastic""",Positive,5.0
2023-08-12,United States,"""asked us to check our bags""",Neutral,2.5
2023-08-11,United Kingdom,"""service is extremely poor""",Negative,1.0
2023-08-08,United Kingdom,"""superior to mainline British Airways""",Positive,5.0
2023-08-08,Canada,"""Staff quite unpleasant""",Negative,1.0
2023-08-08,Poland,"""They lost my baggage""",Negative,1.0
2023-08-05,United Kingdom,"""leaving two hours late"" ",Negative,1.0
2023-08-04,United Kingdom,"""flight is delayed"" ",Negative,1.0
2023-08-01,Hong Kong,"""Couldn't recommend BA more""",Neutral,2.5
2023-07-31,United Kingdom,"""bumped off due to overselling""",Negative,1.0
2023-07-31,Iceland,"""a very comfortable flight""",Positive,5.0
2023-07-31,Iceland,"""good onboard service""",Positive,5.0
2023-07-29,Canada,"""they have really gone downhill""",Neutral,2.5
2023-07-26,Qatar,"""lives in their past glory""",Positive,5.0
2023-07-26,United Kingdom,"""Check-in Desk rude and dismissive""",Negative,1.0
2023-07-25,Spain,"""All in all, terrible""",Negative,1.0
2023-07-24,United Kingdom,"""cancelled the rebooked flight""",Negative,1.0
2023-07-21,Germany,"""Zero empathy was shown""",Neutral,2.5
2023-07-21,United Kingdom,"""pilot apologise at every step of the way""",Neutral,2.5
2023-07-20,United Kingdom,"""crew were always ready to top up drinks""",Positive,5.0
2023-07-20,United Kingdom,"""The service is really mediocre""",Neutral,2.5
2023-07-20,United Kingdom,"""made their economy experience so miserable""",Negative,1.0
2023-07-18,United Kingdom,"""Customer Service does not exist""",Neutral,2.5
2023-07-17,United Kingdom,"""another great experience""",Positive,5.0
2023-07-17,United Kingdom,"""Not recommended"" ",Neutral,2.5
2023-07-16,United Kingdom,"""5 hours and 30 mins but no meal""",Neutral,2.5
2023-07-09,United Kingdom,"""Things have really deteriorated""",Neutral,2.5
2023-07-09,United States,"""I will never fly this airline again""",Neutral,2.5
2023-07-08,United Kingdom,"""asked for an explanation but have received none""",Neutral,2.5
2023-07-06,United Kingdom,"""short-changing passengers""",Neutral,2.5
2023-07-05,South Africa,"""Economy is absolutely awful""",Negative,1.0
2023-07-05,United Kingdom,"""Shocking customer service""",Negative,1.0
2023-07-04,Greece,"""no representative to help""",Positive,5.0
2023-07-03,Italy,"""Boarding was chaotic""",Negative,1.0
2023-07-02,Senegal,"""In-line with competitors""",Neutral,2.5
2023-06-30,United States,"""Luggage are still in Glasgow""",Neutral,2.5
2023-06-29,United Arab Emirates,"""whole experience was terrible""",Negative,1.0
2023-06-29,United Kingdom,"""preferred to fly on easyJet""",Neutral,2.5
2023-06-27,United Kingdom,"""stated it is not their fault""",Negative,1.0
2023-06-27,United States,"""luggage was mis-tagged in Dallas""",Neutral,2.5
2023-06-25,United States,"""The airline lost my luggage""",Negative,1.0
2023-06-25,United States,"""fully refunded by our travel insurance""",Neutral,2.5
2023-06-25,United Kingdom,"""no boarding drinks provided""",Neutral,2.5
2023-06-24,United Kingdom,"""WiFi didn't work"" ",Neutral,2.5
2023-06-24,United Kingdom,"""stick with economy""",Neutral,2.5
2023-06-23,United States,"""Communication is terrible""",Negative,1.0
2023-06-22,United States,"""delays and cancellations""",Negative,1.0
2023-06-20,United Kingdom,"""Economy class seating was truly dreadful""",Neutral,2.5
2023-06-20,United Kingdom,"""flight failed at every level""",Negative,1.0
2023-06-19,United States,"""BA refuses to make it right""",Negative,1.0
2023-06-19,United States,"""shame for such well known airline""",Negative,1.0
2023-06-16,Romania,"""Total garbage""",Neutral,2.5
2023-06-13,United States,"""arrived at the airport only 1 hour before""",Neutral,2.5
2023-06-12,Australia,"""so callous and uncaring""",Neutral,2.5
2023-06-11,United Kingdom,"""uncomfy old planes""",Neutral,2.5
2023-06-11,United States,"""never fly British Airway ever again""",Neutral,2.5
2023-06-10,United Kingdom,"""Most uncomfortable flight""",Negative,1.0
2023-06-08,United States,"""I will never fly British Airways again""",Neutral,2.5
2023-06-07,United Kingdom,"""All in all very disappointing""",Negative,1.0
2023-06-06,United States,"""customer service was horrendous""",Negative,1.0
2023-06-06,Greece,"""All flights without exception were delayed""",Neutral,2.5
2023-06-06,United Kingdom,"""An excellent flight""",Positive,5.0
2023-06-05,Canada,"""luggage was still in London"" ",Neutral,2.5
2023-06-03,United States,"""worst experience in all my years of travel""",Negative,1.0
2023-06-03,Australia,"""The worst experience""",Negative,1.0
2023-06-02,United States,"""haven’t received any reimbursement""",Neutral,2.5
2023-06-01,Cyprus,"""the crew has helped me""",Positive,5.0
2023-05-30,United States,"""check-in process was terrible""",Negative,1.0
2023-05-29,Italy,"""the worst airline experience I've ever had to deal with""",Negative,1.0
2023-05-29,United Kingdom,"""Service was good""",Positive,5.0
2023-05-27,Canada,"""Last time I will fly British Airways""",Neutral,2.5
2023-05-23,United States,"""cancel your flight without notice""",Negative,1.0
2023-05-23,Spain,"""flights changed with no cost""",Neutral,2.5
2023-05-23,Chile,"""Cheap, quick and efficient""",Positive,5.0
2023-05-22,United Kingdom,"""the worst major European airline"" ",Negative,1.0
2023-05-22,United Kingdom,"""do not think the fare was worth the money""",Neutral,2.5
2023-05-19,United States,"""BA is on the skids downhill""",Neutral,2.5
2023-05-17,United States,"""Absolutely terrible experience""",Negative,1.0
2023-05-17,United Kingdom,"""poor service and unhappy customers""",Negative,1.0
2023-05-17,United Kingdom,"""just won't use them again""",Neutral,2.5
2023-05-14,United States,"""Another bad show""",Negative,1.0
2023-05-14,United Kingdom,"""what an earth is going on at BA""",Neutral,2.5
2023-05-13,United States,"""I had to reschedule my flight""",Neutral,2.5
2023-05-08,Australia,"""most appalling airline service""",Negative,1.0
2023-05-06,United Kingdom,"""Customer service is shocking""",Negative,1.0
2023-05-06,United Kingdom,"""Avoid this airline"" ",Negative,1.0
2023-05-01,United Kingdom,"""a lot of actual lies being told""",Neutral,2.5
2023-04-28,United Kingdom,"""premium price for very average service""",Neutral,2.5
2023-04-26,Sweden,"""lack of customer service""",Negative,1.0
2023-04-24,United States,"""Overall not a good airline""",Positive,5.0
2023-04-24,Canada,"""delayed and missed connecting flight""",Negative,1.0
2023-04-23,Ireland,"""!not a good experience""",Positive,5.0
2023-04-22,United Kingdom,""" A very pleasant experience""",Positive,5.0
2023-04-18,United States,"""It was a nightmare""",Neutral,2.5
2023-04-18,United States,"""Abysmal service""",Neutral,2.5
2023-04-17,United States,"""trained to give you the runaround""",Neutral,2.5
2023-04-17,Hong Kong,"""they only had one choice of meal""",Neutral,2.5
2023-04-16,United Kingdom,"""relentless BA cost cutting""",Negative,1.0
2023-04-15,United Kingdom,"""I wouldn't recommend British Airways""",Neutral,2.5
2023-04-15,United States,"""Absolutely horrible experience""",Negative,1.0
2023-04-14,United Kingdom,"""This is the worst airline""",Negative,1.0
2023-04-13,United States,"""never fly British Airways again""",Neutral,2.5
2023-04-12,United Kingdom,"""seats were cramped and uncomfortable""",Negative,1.0
2023-04-11,United Kingdom,"""I enjoyed my flight""",Positive,5.0
2023-04-10,United Kingdom,"""found the food menu rather odd""",Negative,1.0
2023-04-09,United States,"""cover 50% of my new luggage""",Neutral,2.5
2023-04-09,United Kingdom,"""the worst flight of my life""",Negative,1.0
2023-04-09,United Kingdom,"""flight was pleasant enough""",Positive,5.0
2023-04-06,United Kingdom,"""downright rude and abusive""",Negative,1.0
2023-04-06,United States,"""disappointing staff""",Negative,1.0
2023-04-05,United Kingdom,"""crew could not give a damn""",Negative,1.0
2023-03-31,United Kingdom,"""a very solid experience""",Neutral,2.5
2023-03-30,Netherlands,"""Service was impeccable"" ",Neutral,2.5
2023-03-29,United Kingdom,"""Very poor service, very frustrating""",Negative,1.0
2023-03-27,United Kingdom,"""Generally poor""",Negative,1.0
2023-03-26,United Kingdom,"""changed our prepaid seats""",Neutral,2.5
2023-03-26,United Kingdom,"""airline is going downhill rapidly""",Neutral,2.5
2023-03-21,United Kingdom,"""made a complaint, nothing happened""",Negative,1.0
2023-03-21,Austria,"""Every flight was delayed""",Negative,1.0
