Date,Country,Customer Review,Analysis,Rating
2024-09-02,New Zealand,“does not get any better than Emirates”,Positive,5.0
2024-08-28,United Arab Emirates,"""Meals were very disappointing""",Negative,1.0
2024-08-27,United Arab Emirates,“it was an AWFUL experience”,Negative,1.0
2024-08-22,United Arab Emirates,“Emirates used to be good”,Positive,5.0
2024-08-20,Canada,"""crew on board wasn't too interactive""",Neutral,2.5
2024-08-19,South Africa,"""poor service and unprofessionalism"" ",Negative,1.0
2024-08-12,United Arab Emirates,"""upgrade to business class""",Neutral,2.5
2024-08-11,India,"""14 hour horrendous experience""",Negative,1.0
2024-07-29,Netherlands,"""not welcome and passengers are a burden""",Neutral,2.5
2024-07-18,Singapore,"""should be considered among the worst""",Negative,1.0
2024-07-13,Hong Kong,“services are very great”,Positive,5.0
2024-07-12,India,"""they are not taking responsibility""",Neutral,2.5
2024-07-08,United Kingdom,"""worth paying to avoid economy""",Negative,1.0
2024-07-05,India,"""a very poor performance""",Negative,1.0
2024-07-04,United Kingdom,"""It was a terrible experience""",Negative,1.0
2024-06-27,Cyprus,"""incompetence and negligence""",Negative,1.0
2024-06-20,United States,"""I'd again chose EK economy""",Neutral,2.5
2024-06-03,Canada,"""Overall a good experience""",Positive,5.0
2024-06-01,Thailand,"""are much better options to fly""",Positive,5.0
2024-05-29,Canada,"""only take care of higher levels""",Positive,5.0
2024-05-29,United States,"""customer service has been terrible!",Negative,1.0
2024-05-28,Australia,“an absolute sense of luxury”,Neutral,2.5
2024-05-27,Lebanon,"""they have lost their shine""",Negative,1.0
2024-05-26,Israel,“the worst airline I've ever flown”,Negative,1.0
2024-05-23,New Zealand,"""Service was Friendly"" ",Positive,5.0
2024-05-13,Saudi Arabia,“Emirates is plummeting downhill”,Neutral,2.5
2024-05-12,United States,"""one of my worst nightmares""",Negative,1.0
2024-05-09,Netherlands,“I feel scammed”,Neutral,2.5
2024-05-07,Bangladesh,"""Seat quality was average"" ",Neutral,2.5
2024-05-07,Ireland,"""unfriendly and rude""",Negative,1.0
2024-05-06,United Kingdom,"""never fly Emirates again""",Neutral,2.5
2024-04-30,Spain,"""food quality has gone down significantly""",Neutral,2.5
2024-04-29,Saudi Arabia,"""crew reflect good training""",Positive,5.0
2024-04-28,United Kingdom,"""no interest in human care""",Positive,5.0
2024-04-28,Saudi Arabia,"""Outdated seat""",Neutral,2.5
2024-04-26,Thailand,“Extremely poor management”,Negative,1.0
2024-04-26,Malaysia,"""services were top notch"" ",Neutral,2.5
2024-04-22,Singapore,"""hide back in the staff area""",Negative,1.0
2024-04-21,United Arab Emirates,"""seat is comfortable""",Positive,5.0
2024-04-21,Australia,"""Never fly Emirates again""",Neutral,2.5
2024-04-20,France,"""Horrible service from start to finish""",Negative,1.0
2024-04-20,United Arab Emirates,"""situation is getting worse""",Negative,1.0
2024-04-19,United States,“spent 4 hours on hold”,Neutral,2.5
2024-04-18,United Kingdom,"""never recommend this airline""",Negative,1.0
2024-04-18,Australia,"""Emirates didn’t give any assistance""",Neutral,2.5
2024-04-16,India,“behaviour is totally not acceptable”,Neutral,2.5
2024-04-12,Netherlands,"""I won't be booking Emirates again""",Neutral,2.5
2024-04-12,United Kingdom,"""the worst I have traveled""",Negative,1.0
2024-03-20,Thailand,"""absolutely unacceptable""",Negative,1.0
2024-03-17,United Arab Emirates,"""Very disappointed"" ",Negative,1.0
2024-03-13,Pakistan,"""will never recommend Emirates"" ",Negative,1.0
2024-03-10,Germany,"""Don’t book this airline!""",Neutral,2.5
2024-03-09,Australia,"""plenty of drinks available"" ",Neutral,2.5
2024-03-08,Australia,"""check-in was very good""",Positive,5.0
2024-03-04,Poland,"""certainly not a premium airline""",Neutral,2.5
2024-03-04,United Kingdom,"""Qatar Airways really puts them to shame""",Negative,1.0
2024-03-03,France,"""Unacceptable treatment of customers""",Negative,1.0
2024-02-28,United States,“the most terrible experience”,Negative,1.0
2024-02-22,Australia,"""Do not fly with Emirates""",Neutral,2.5
2024-02-21,Australia,"""a very comfortable flight""",Positive,5.0
2024-02-12,Italy,“A real disappointment”,Negative,1.0
2024-02-11,United Kingdom,"""older planes on this route""",Neutral,2.5
2024-02-08,United Kingdom,"""not offered any compensation""",Neutral,2.5
2024-02-02,United States,"""Emirates experience was horrific""",Negative,1.0
2024-01-25,United States,“attempted to move me to the back of the plane”,Neutral,2.5
2024-01-22,Canada,"""Not a family friendly airline""",Positive,5.0
2024-01-19,South Africa,"""cannot fault them""",Negative,1.0
2024-01-17,Philippines,“internet did not work on the longest leg”,Neutral,2.5
2024-01-08,New Zealand,"""very dissatisfied"" ",Negative,1.0
2024-01-07,United States,"""never travel on Emirates again"" ",Neutral,2.5
2024-01-01,United Arab Emirates,"""Never will fly Emirates again"" ",Neutral,2.5
2023-12-31,United Kingdom,"""Basically they don't care"" ",Positive,5.0
2023-12-26,United States,"""so dissatisfied with the service""",Negative,1.0
2023-12-25,Canada,"""absolutely miserable experience""",Negative,1.0
2023-12-22,United Kingdom,“won't be travelling with Emirates”,Neutral,2.5
2023-12-22,Norway,"""customer service is very helpless""",Negative,1.0
2023-12-20,United States,"""Just rudeness and criticism""",Negative,1.0
2023-12-15,Spain,"""receive a penalty for the cancellation""",Negative,1.0
2023-12-13,United Kingdom,"""worst customer service""",Negative,1.0
2023-12-12,Canada,“exceptional service”,Neutral,2.5
2023-12-07,Saudi Arabia,"""Cabin crew helpful""",Positive,5.0
2023-11-28,Germany,“Comfortable seats”,Positive,5.0
2023-11-28,United Kingdom,“team were inexperienced”,Neutral,2.5
2023-11-09,United States,“no request was too much for the crew”,Neutral,2.5
2023-11-09,Australia,"""Relatively uneventful flights""",Neutral,2.5
2023-10-31,United Kingdom,"""crew were inattentive and disinterested""",Neutral,2.5
2023-10-27,United Kingdom,"""It’s price rigging""",Negative,1.0
2023-10-20,Belgium,"""was quite unpleasant"" ",Negative,1.0
2023-10-18,United States,"""My only suitcase didn't arrive""",Neutral,2.5
2023-10-12,Singapore,"""discriminating and alienating your passengers""",Neutral,2.5
2023-10-08,Italy,"""express my dissatisfaction"" ",Negative,1.0
2023-10-06,Malaysia,"""choose another airline""",Neutral,2.5
2023-09-25,Singapore,"""You ought to do better""",Positive,5.0
2023-09-22,United Kingdom,"""ignored and overlooked""",Negative,1.0
2023-09-19,India,"""aggressive cabin manager""",Negative,1.0
2023-09-15,United Kingdom,"""Stay away from this airline"" ",Neutral,2.5
2023-09-11,Italy,"""no transit was possible in Johannesburg""",Neutral,2.5
2023-09-11,Thailand,"""reaffirmed the low quality of the airline""",Negative,1.0
2023-09-11,Thailand,“service was perfunctory at best”,Positive,5.0
2023-09-10,Malta,"""Service quality fell off a cliff""",Neutral,2.5
2023-09-05,United States,"""ridiculously disappointing and bad""",Negative,1.0
2023-08-27,United Kingdom,"""very disappointed by the service"" ",Negative,1.0
2023-08-21,Canada,"""shaken our trust in service quality""",Neutral,2.5
2023-08-16,United Kingdom,"""lots has changed with Emirates""",Neutral,2.5
2023-08-16,Canada,"""Entertainment excellent""",Positive,5.0
2023-08-06,United States,"""forced us to check our luggage"" ",Neutral,2.5
2023-08-02,United Kingdom,"""refused to tell me any more details""",Negative,1.0
2023-08-01,United Arab Emirates,"""Disappointment with the experience""",Negative,1.0
2023-07-30,United Arab Emirates,"""has gone downhill the past few years""",Neutral,2.5
2023-07-29,New Zealand,"""I will not book with them in the future""",Neutral,2.5
2023-07-16,United States,"""refusal to reimburse for damaged luggage""",Negative,1.0
2023-07-16,New Zealand,"""Cabin crew were really surly""",Neutral,2.5
2023-07-06,Germany,"""let’s see if the consistency improves""",Positive,5.0
2023-07-06,Thailand,"""on-board internet simply does not work""",Neutral,2.5
2023-07-04,Tunisia,"""I was denied check in""",Negative,1.0
2023-07-04,Germany,"""Emirates seems to suffer from hit and miss crew""",Negative,1.0
2023-06-29,United States,"""not even willing to listen to you""",Neutral,2.5
2023-06-29,Brazil,"""a hit or miss airline""",Negative,1.0
2023-06-26,United States,"""Hope to see improved services""",Positive,5.0
2023-06-25,Sri Lanka,"""appreciate the service given""",Positive,5.0
2023-06-24,United States,"""no more Emirates for us ever""",Neutral,2.5
2023-06-24,United Arab Emirates,"""a great experience""",Positive,5.0
2023-06-17,United Kingdom,"""What a disappointment""",Negative,1.0
2023-06-13,Belgium,"""sad, angry and helpless""",Negative,1.0
2023-06-10,Australia,"""certainly never fly with them again""",Neutral,2.5
2023-06-06,United States,"""pleasant and professional""",Positive,5.0
2023-06-06,New Zealand,"""excelling with their food""",Positive,5.0
2023-05-31,United States,"""worst experience of my lifetime""",Negative,1.0
2023-05-29,Portugal,"""acceptably comfortable""",Positive,5.0
2023-05-27,Germany,"""complete different experience""",Neutral,2.5
2023-05-25,New Zealand,"""bordering on criminal if not unethical""",Negative,1.0
2023-05-20,Australia,"""there was a very kind crew""",Positive,5.0
2023-05-19,South Africa,"""Fantastic service from hostess""",Positive,5.0
2023-05-18,South Africa,"""must be the worst food""",Negative,1.0
2023-05-17,Australia,"""customer care is horrific""",Negative,1.0
2023-05-15,Australia,"""fell short of expectations""",Neutral,2.5
2023-05-13,United Kingdom,"""terrible, expensive travel experience""",Negative,1.0
2023-05-13,India,"""decided not to travel with Emirates""",Neutral,2.5
2023-05-11,Australia,"""Bright cabin with wide comfortable seats""",Positive,5.0
2023-05-07,India,"""they weighed even laptop bag""",Neutral,2.5
2023-05-05,India,"""worst airline to deal with"" ",Negative,1.0
2023-05-03,United Kingdom,"""Very disappointed"" ",Negative,1.0
2023-05-03,United States,"""Never flying with them again""",Neutral,2.5
2023-05-03,Indonesia,"""Emirates is overrated for everything""",Neutral,2.5
2023-05-02,United Arab Emirates,"""no explanation for the delay""",Negative,1.0
2023-05-01,New Zealand,"""a very good flight""",Positive,5.0
2023-04-24,South Korea,"""service could experience delays""",Negative,1.0
2023-04-24,South Korea,"""service could show some improvement""",Positive,5.0
2023-04-24,South Korea,"""Check-in was easy""",Positive,5.0
2023-04-23,Australia,"""would not fly with them again""",Neutral,2.5
2023-04-23,Australia,"""Beware booking an Emirates codeshare""",Neutral,2.5
2023-04-22,Australia,"""won’t be travelling with Emirates again""",Neutral,2.5
2023-04-07,Spain,"""treatment and service has been horrible""",Negative,1.0
2023-04-04,Australia,"""Why should we feel hungry on such a long flight?""",Neutral,2.5
2023-04-02,Poland,"""Everything went smooth""",Neutral,2.5
2023-04-02,United Kingdom,"""shouted for assistance"" ",Neutral,2.5
2023-04-01,United Kingdom,"""What a disappointment""",Negative,1.0
2023-03-29,Kuwait,"""real Emirates service is not the one they advertise""",Neutral,2.5
2023-03-25,India,"""I would definitely recommend this airline""",Positive,5.0
2023-03-25,South Africa,"""an exceptional flight"" ",Neutral,2.5
2023-03-22,United States,"""never did the refund"" ",Neutral,2.5
2023-03-19,United Kingdom,"""The service has gone downhill""",Neutral,2.5
2023-03-17,New Zealand,"""Waste of money""",Negative,1.0
2023-03-14,Australia,"""Worst traveling experience""",Negative,1.0
2023-03-10,United States,"""the most horrible airline""",Negative,1.0
2023-03-01,Canada,"""really bad customer service"" ",Negative,1.0
2023-02-28,Taiwan,"""Ground staff are very unfriendly""",Negative,1.0
2023-02-26,Denmark,"""Overrated airline""",Neutral,2.5
2023-02-25,Australia,"""totally not worth the money""",Neutral,2.5
2023-02-25,Hong Kong,"""I was quite disappointed""",Negative,1.0
2023-02-18,United Kingdom,"""I was denied boarding""",Negative,1.0
2023-02-12,United States,"""the best flight I have ever been on""",Positive,5.0
2023-01-30,United Kingdom,"""worst flight I have ever had""",Negative,1.0
2023-01-30,United States,"""wait for 4-5 hours for my baggage""",Neutral,2.5
2023-01-29,United States,"""they followed the protocol""",Neutral,2.5
2023-01-29,Thailand,"""appalling way I and others were treated""",Positive,5.0
2023-01-28,Denmark,"""Would still highly recommend EK""",Positive,5.0
2023-01-27,Australia,"""needed to request accommodation in advance""",Neutral,2.5
2023-01-23,India,"""I will fly Emirates again""",Neutral,2.5
2023-01-21,United States,"""service on the plane was horrible""",Negative,1.0
2023-01-16,United States,"""used to be a good airline""",Positive,5.0
2023-01-15,South Africa,"""have nothing but praise for their stellar product""",Negative,1.0
2023-01-13,Japan,"""handed a sleeping bag with no explanation""",Positive,5.0
2023-01-12,United States,"""one of my luggage was missing""",Negative,1.0
2023-01-12,United States,"""Ground service below horrifying""",Negative,1.0
2023-01-11,United States,"""Incredibly poor experience""",Negative,1.0
2023-01-05,United Kingdom,"""definitely don’t get what you paid for on Emirates""",Neutral,2.5
2023-01-02,Kenya,"""has been quite disappointing"" ",Negative,1.0
2022-12-29,United States,"""the crew were nowhere to be seen""",Neutral,2.5
2022-12-29,United States,"""Food was good in general""",Positive,5.0
2022-12-25,Russian Federation,"""Worst Airline and customer service""",Negative,1.0
2022-12-20,Netherlands,"""it was very disappointing""",Negative,1.0
2022-12-13,Bahrain,"""not a very good experience""",Positive,5.0
2022-12-02,United Kingdom,"""worse than my already very low expectations""",Negative,1.0
2022-12-01,United Kingdom,"""Very worst service ever""",Negative,1.0
2022-11-27,United Arab Emirates,"""It was a huge disappointment""",Negative,1.0
2022-11-27,Bahrain,"""The service was excellent""",Positive,5.0
2022-11-17,Australia,"""Best Gluten Free meals""",Positive,5.0
2022-11-17,Australia,"""flight to Dubai was good""",Positive,5.0
2022-11-09,United Arab Emirates,"""Absolutely awful experience""",Negative,1.0
2022-11-06,United States,"""Meal service was super slow""",Positive,5.0
2022-10-30,Indonesia,"""took a fine of 200 euros""",Neutral,2.5
2022-10-30,United Kingdom,"""Superb airline""",Positive,5.0
2022-10-29,United Kingdom,"""treat every passenger the same""",Positive,5.0
2022-10-28,Thailand,"""good value and great staff""",Positive,5.0
2022-10-26,Australia,"""A good flight""",Positive,5.0
2022-10-25,Australia,"""Gluten Free meals are excellent""",Positive,5.0
2022-10-21,Australia,"""hasn't been a great experience""",Positive,5.0
2022-10-18,United Kingdom,"""think I would try another airline""",Neutral,2.5
2022-10-12,South Africa,"""staff are always ready to help""",Positive,5.0
2022-10-10,United Arab Emirates,"""experience was not something great""",Positive,5.0
2022-10-06,United States,"""Will avoid in further booking""",Negative,1.0
2022-10-04,Thailand,"""worst booking experience""",Negative,1.0
2022-09-26,United Arab Emirates,"""Very impolite and rude cabin crew""",Negative,1.0
2022-09-24,Japan,"""attendants should have stopped serving this pair""",Negative,1.0
2022-09-22,Australia,"""Please pick another airline""",Neutral,2.5
2022-09-20,Australia,"""Absolutely terrible experience""",Negative,1.0
2022-09-20,United Kingdom,"""I simply wouldn’t trust them""",Positive,5.0
2022-09-14,Bahrain,"""Emirates is overhyped for nothing""",Neutral,2.5
2022-09-14,India,"""the worst experience by Emirates""",Negative,1.0
2022-09-10,United States,"""disappointing and inconvenient""",Negative,1.0
2022-09-07,New Zealand,"""Book with another airline, never again!""",Neutral,2.5
2022-09-05,United Kingdom,"""Food and service excellent""",Positive,5.0
2022-09-03,United States,"""asked to pay over $300 again""",Negative,1.0
2022-09-02,Indonesia,"""Very disappointing""",Negative,1.0
2022-09-01,United Kingdom,"""Wish I had read these reviews""",Positive,5.0
2022-08-30,Switzerland,"""a frustrating and a sad first time try with Emirates""",Negative,1.0
2022-08-29,Australia,"""Very disappointed with overall care""",Neutral,2.5
2022-08-29,United States,"""Avoid this airline at all costs""",Negative,1.0
2022-08-28,United States,"""A very pleasant trip""",Positive,5.0
2022-08-25,Australia,"""they don't live up to their reputation""",Neutral,2.5
2022-08-24,Australia,"""Very disappointed and unprofessional""",Negative,1.0
2022-08-23,France,"""was the worse service I got""",Negative,1.0
2022-08-20,Bahrain,"""experienced the worst experience""",Negative,1.0
2022-08-18,Saudi Arabia,"""disappointing and highly unprofessional""",Negative,1.0
2022-08-08,Canada,"""highly recommend this flight""",Positive,5.0
2022-08-08,Indonesia,"""I got an excellent meal""",Positive,5.0
2022-08-04,Australia,"""behavior in check-in was very rude""",Negative,1.0
2022-08-03,United Arab Emirates,"""!I had a horrendous experience""",Negative,1.0
2022-08-01,Oman,"""cause me to look at alternate airlines""",Neutral,2.5
2022-08-01,Portugal,"""one of the few airlines offering a truly distinctive premium service""",Positive,5.0
2022-07-28,United Kingdom,"""I will never fly with Emirates again""",Neutral,2.5
2022-07-27,Ireland,"""Service offered by the airline was below standard""",Neutral,2.5
2022-07-26,Australia,"""lack of service and care for customers is disgraceful""",Neutral,2.5
2022-07-25,Japan,"""the most unpleasant business class""",Negative,1.0
2022-07-17,United States,"""Emirates has never let me down""",Neutral,2.5
2022-07-14,Sweden,"""absolute worst airline ever""",Negative,1.0
2022-07-12,Bahrain,"""boarding was super organized""",Positive,5.0
2022-07-12,France,"""turned out to be a nightmare """,Neutral,2.5
2022-07-07,United States,"""Very disappointing flight""",Negative,1.0
2022-07-06,United States,"""Emirates is so overrated""",Neutral,2.5
2022-07-06,United Arab Emirates,"""customer service has become one of the worst""",Negative,1.0
2022-07-04,South Africa,"""No communication, no one to explain anything""",Neutral,2.5
2022-07-03,United States,"""Disappointed as a customer""",Negative,1.0
2022-06-28,United States,"""Terrible and rude staff""",Negative,1.0
2022-06-21,United Arab Emirates,"""had the best flight experience""",Positive,5.0
2022-06-16,Vietnam,"""carrying out a savage cost cutting program""",Negative,1.0
2022-06-10,Australia,"""I was extremely disappointed""",Negative,1.0
2022-06-09,United States,"""the worst business class experience""",Negative,1.0
2022-06-07,India,"""antagonistic experience in both journeys""",Negative,1.0
2022-06-07,Australia,"""expenses again and again""",Neutral,2.5
2022-06-07,United Kingdom,"""offerings from Emirates fall severely short""",Negative,1.0
2022-06-06,United States,"""The worst, simply the worst""",Negative,1.0
2022-06-06,Italy,"""business class is the only product that worth the premium price for EK""",Neutral,2.5
2022-06-04,Bahamas,"""getting worse day by day""",Negative,1.0
2022-06-01,United States,"""they wouldn’t allow my carryon""",Neutral,2.5
2022-06-01,United Arab Emirates,"""My experience was not at all good""",Positive,5.0
2022-05-30,United Kingdom,"""Great service from the cabin crew""",Positive,5.0
2022-05-30,United Kingdom,"""flight was OK and landed on time into Dubai""",Positive,5.0
2022-05-29,United States,"""Miserable 6 hrs at Dubai""",Negative,1.0
2022-05-27,United States,"""Food wasn't impressive""",Positive,5.0
2022-05-26,Australia,"""they do not care about their passengers""",Positive,5.0
2022-05-25,United Kingdom,"""seat was 14E was quite comfortable""",Positive,5.0
2022-05-25,United Kingdom,"""a very good flight with Emirates""",Positive,5.0
2022-05-25,Portugal,"""Superb service from Emirates""",Positive,5.0
2022-05-23,Australia,"""superb food and wine""",Positive,5.0
2022-05-22,France,"""CDG - DXB sector was a complete disgrace""",Negative,1.0
2022-05-15,United States,"""return flight was canceled without notice""",Negative,1.0
2022-05-08,United States,"""telling them not to fly with Emirates""",Neutral,2.5
2022-05-05,Canada,"""if you want to be treated fairly by Emirates, you gotta fight hard""",Neutral,2.5
2022-05-04,Hong Kong,"""seat is really narrow and uncomfortable""",Negative,1.0
2022-05-04,United States,"""forced me to check in my hand luggage""",Positive,5.0
2022-04-29,Canada,"""I ended up with a new booking""",Neutral,2.5
2022-04-27,United States,"""Never flying with them again""",Neutral,2.5
2022-04-23,South Africa,"""The service was friendly and efficient""",Positive,5.0
2022-04-18,United States,"""Do not buy X-leg room seats!""",Neutral,2.5
2022-04-16,India,"""questioning me why have I pulled my mask down""",Neutral,2.5
2022-04-16,United Arab Emirates,"""comfortable flight but nothing special""",Neutral,2.5
2022-04-13,South Africa,"""a pleasure to fly with Emirates""",Positive,5.0
2022-04-13,United Kingdom,"""They have lost all the caring aspects that gave them an edge""",Neutral,2.5
2022-04-10,United States,"""I’m so disappointed and upset""",Negative,1.0
2022-04-03,United States,"""the problem was the airline treating their customers like cattle""",Neutral,2.5
2022-04-03,United States,"""rude, disrespectful employees""",Negative,1.0
2022-03-28,United Kingdom,"""won’t be flying with them again""",Neutral,2.5
2022-03-11,United States,"""my last trip with this airline""",Neutral,2.5
2022-03-07,Australia,"""Truly horrifying experience""",Negative,1.0
2022-02-26,United States,"""I’m never flying Emirates""",Neutral,2.5
2022-02-25,United Arab Emirates,"""customer affairs are extremely unprofessional""",Negative,1.0
2022-02-24,United Kingdom,"""Customer service needs some retraining""",Neutral,2.5
2022-02-12,United Arab Emirates,"""this flight was a touch sub par""",Neutral,2.5
2022-02-11,United Kingdom,"""A380 gate at MAN is still not fit for purpose""",Neutral,2.5
2022-02-08,Australia,"""Extremely pleasant experience""",Positive,5.0
2022-01-29,United Kingdom,"""our worst flight ever""",Negative,1.0
2022-01-27,United States,"""Highly recommend""",Positive,5.0
2022-01-25,Iceland,"""the third time within a year where Emirates has disappointed""",Negative,1.0
2022-01-24,Australia,"""the most horrific experience""",Negative,1.0
2022-01-19,United States,"""They canceled my return flight""",Negative,1.0
2022-01-17,Netherlands,"""they did not do much to help""",Positive,5.0
2022-01-11,United States,"""It was a horrendous experience""",Negative,1.0
2022-01-11,United States,"""I will not fly with Emirates again""",Neutral,2.5
2022-01-08,Australia,"""packed liked sardines despite Covid""",Positive,5.0
2022-01-02,United States,"""poor experience from start to finish""",Negative,1.0
2022-01-01,United States,"""getting my luggage was a nightmare!""",Neutral,2.5
2021-12-26,United Kingdom,"""thank you to all the ground team at Manchester""",Neutral,2.5
2021-12-25,Australia,"""Impossible to reach the customer service""",Neutral,2.5
2021-12-18,United Kingdom,"""issued airline credit which also expires""",Neutral,2.5
2021-12-17,United Kingdom,"""terrible customer service""",Negative,1.0
2021-12-11,United States,"""said she will call the security""",Neutral,2.5
2021-12-01,United Kingdom,"""Emirates left us stranded in Muscat""",Negative,1.0
2021-12-01,Canada,"""The cleanliness of the cabin was not satisfactory at all""",Neutral,2.5
2021-11-13,Belgium,"""a pleasant experience""",Positive,5.0
2021-11-12,United States,"""enjoyed the flight""",Positive,5.0
2021-11-09,United States,"""crew were rude and lacked time management""",Negative,1.0
2021-11-03,Italy,"""no reply has arrived yet""",Neutral,2.5
2021-10-23,United States,"""online complaint system is a mockery""",Negative,1.0
2021-10-21,United States,"""best experience was at KLIA Airport""",Positive,5.0
2021-10-20,United States,"""reliable and consistent service""",Neutral,2.5
2021-10-17,Germany,"""needs a serious training of their staff""",Negative,1.0
2021-10-04,United States,"""I'll never fly Emirates again""",Neutral,2.5
2021-09-30,United States,"""the food was utterly inedible and honestly hideous to look at""",Positive,5.0
2021-09-21,United States,"""customer services is very poor""",Negative,1.0
2021-09-20,Austria,"""expectations were a bit higher""",Neutral,2.5
2021-09-13,Mexico,"""do not have a transit visa at Barcelona""",Neutral,2.5
2021-09-11,Ukraine,"""did not make a full refund""",Neutral,2.5
2021-09-03,United States,"""25 hours sitting in the airport""",Neutral,2.5
2021-08-23,United States,"""never use this airline again""",Neutral,2.5
2021-08-16,Kenya,"""Super disappointed""",Neutral,2.5
2021-08-14,Bahrain,"""a very bad experience""",Negative,1.0
2021-08-12,United Arab Emirates,"""such bad attitude and service""",Negative,1.0
2021-08-11,United States,"""I had a horrible experience""",Negative,1.0
2021-08-11,United States,"""my last trip by Emirates""",Neutral,2.5
2021-08-08,United States,"""approved child seat was not allowed""",Neutral,2.5
2021-08-01,Italy,"""a very pleasant flight""",Positive,5.0
2021-07-27,United Arab Emirates,"""the food was not tasty at all, it was very cold""",Neutral,2.5
2021-07-11,United States,"""customer service is absolutely atrocious""",Neutral,2.5
2021-07-05,Canada,"""Please provide what you promise, Emirates""",Positive,5.0
2021-06-27,United States,"""experience of flying Emirates was awful""",Negative,1.0
2021-06-27,United States,"""very rude and unsupportive""",Negative,1.0
2021-06-05,United Arab Emirates,"""excellent service they extended to us""",Positive,5.0
2021-05-27,United States,"""whole experience has been a nightmare""",Neutral,2.5
2021-05-26,United States,"""Shame on you Emirates""",Negative,1.0
2021-05-13,United Arab Emirates,"""service on board was excellent""",Positive,5.0
2021-05-03,India,"""cooperated to change at no cost""",Neutral,2.5
2021-04-15,United Arab Emirates,"""Utterly discontented with the service and staff""",Neutral,2.5
2021-03-25,Netherlands,"""no availability to upgrade with points""",Neutral,2.5
2021-03-24,United States,"""There is no service left on this airline""",Negative,1.0
2021-03-24,United States,"""all kinds of Covid infractions are happening""",Positive,5.0
2021-03-23,Netherlands,"""This is not a premium airline anymore""",Neutral,2.5
2021-02-19,Canada,"""This airline is a rip off""",Neutral,2.5
2021-02-16,Egypt,"""very disappointed with Emirates""",Negative,1.0
2021-02-15,United States,"""It was a scary flight under the pandemic""",Negative,1.0
2021-01-31,United Kingdom,"""full service back on offer""",Neutral,2.5
2021-01-13,United Kingdom,"""Don't fly Emirates in Covid times""",Neutral,2.5
2020-12-01,Australia,"""Emirates staff were exceptional""",Neutral,2.5
2020-11-23,United States,"""Couldn't fault this flight""",Negative,1.0
2020-10-26,United Kingdom,"""Emirates response has been exemplary""",Neutral,2.5
2020-10-12,United States,"""the contact center is useless""",Negative,1.0
2020-10-09,Italy,"""we will never never fly Emirates again""",Neutral,2.5
2020-09-21,Philippines,"""Horrible service""",Negative,1.0
2020-09-15,United States,"""still wound up an extra $300 out of pocket""",Neutral,2.5
2020-07-12,United Kingdom,"""greatly appreciate his contribution""",Positive,5.0
2020-07-10,United Arab Emirates,"""they told me no repatriation flight""",Neutral,2.5
2020-07-04,United Kingdom,"""I could't be more disappointed""",Negative,1.0
2020-07-02,Pakistan,"""lied about reason for cancellation""",Neutral,2.5
2020-05-10,Belgium,"""Definitely a rip off""",Positive,5.0
2020-05-02,Germany,"""they are refusing to refund""",Negative,1.0
2020-05-02,Australia,"""I cannot have a refund""",Neutral,2.5
