Date,Country,Customer Review,Analysis,Rating
2024-04-15,Switzerland,"""awful airline, awful service""",Negative,1.0
2024-04-07,United Kingdom,"""I will never fly with Etihad again""",Neutral,2.5
2024-04-04,United Kingdom,"""I would not consider Etihad""",Neutral,2.5
2024-03-19,Bahrain,"""a poor choice for travel""",Negative,1.0
2024-03-17,Japan,"""definitely not my airline of choice""",Positive,5.0
2024-03-17,United Kingdom,"""worst airline I have traveled on""",Negative,1.0
2024-03-11,Bahrain,“lack of assistance and support”,Neutral,2.5
2024-03-11,Philippines,"""Very bad service""",Negative,1.0
2024-03-10,South Africa,"""Etihad is a con artist""",Neutral,2.5
2024-03-06,Italy,"""""scam if not worse""",Negative,1.0
2024-02-20,United Kingdom,“forced to be separated on-board”,Neutral,2.5
2024-02-12,United Arab Emirates,"""it is now pointless being loyal""",Positive,5.0
2024-02-07,Italy,"""much less then unprofessional""",Negative,1.0
2024-01-19,Australia,"""Service was horrible"" ",Negative,1.0
2024-01-17,United Kingdom,"""service is really sub-par""",Neutral,2.5
2024-01-01,India,"""given three different seats"" ",Neutral,2.5
2023-12-30,India,"""Very rude ground staff""",Negative,1.0
2023-12-28,Italy,"""Terrible unfortunate experience""",Negative,1.0
2023-12-25,Canada,"""exploitative baggage policies""",Neutral,2.5
2023-12-21,Indonesia,"""Will never fly Etihad again""",Neutral,2.5
2023-12-21,India,"""a shocking level of negligence""",Negative,1.0
2023-12-20,United Arab Emirates,"""I have not received my refund""",Neutral,2.5
2023-12-03,Canada,"""did not have extra legroom""",Neutral,2.5
2023-11-29,Switzerland,“left a lasting negative impression”,Negative,1.0
2023-11-24,Portugal,"""Unexpected fees and lack of clarity""",Neutral,2.5
2023-11-04,United States,"""can only be described as chaotic""",Negative,1.0
2023-10-30,United Kingdom,"""the worst customer service""",Negative,1.0
2023-10-30,New Zealand,"""Worst experience ever""",Negative,1.0
2023-10-29,Singapore,"""forced to check my small hand luggage""",Positive,5.0
2023-10-26,United Arab Emirates,"""not recommended at all""",Neutral,2.5
2023-10-24,United Kingdom,"""the service was excellent""",Positive,5.0
2023-10-24,United Kingdom,"""I was on a memorable flight""",Neutral,2.5
2023-10-23,Germany,“excellent service”,Positive,5.0
2023-10-14,South Africa,“extremely unhappy with the service”,Negative,1.0
2023-10-14,United Kingdom,“try any of the other carriers first”,Neutral,2.5
2023-10-09,United Kingdom,"""I’m really disappointed"" ",Negative,1.0
2023-10-08,Singapore,"""really poor and disappointing experience""",Negative,1.0
2023-10-06,Austria,"""never book flights with Etihad again""",Neutral,2.5
2023-10-01,United States,"""Worst experience with Etihad""",Negative,1.0
2023-09-29,United Kingdom,"""thought they were pretty good""",Positive,5.0
2023-09-28,United Arab Emirates,"""Worse than budget airlines""",Negative,1.0
2023-09-27,Australia,Etihad Airways customer review,Neutral,2.5
2023-09-26,Kuwait,"""exceptional experience""",Neutral,2.5
2023-09-25,United Kingdom,"""were hoping to get at least service with a smile""",Neutral,2.5
2023-09-23,United States,"""they don’t have any consistency"" ",Neutral,2.5
2023-09-20,South Africa,"""Worst airline I have ever used""",Negative,1.0
2023-09-18,Australia,"""brace yourself for being downgraded""",Neutral,2.5
2023-09-11,Australia,"""The worst service""",Negative,1.0
2023-09-08,United Kingdom,"""The airline has no morals""",Neutral,2.5
2023-09-07,United Kingdom,"""standard of catering has really dropped""",Negative,1.0
2023-09-05,United Kingdom,"""return was a nightmare from hell""",Negative,1.0
2023-09-02,Austria,"""Avoid this airline, if possible""",Negative,1.0
2023-08-29,Belgium,"""will avoid Etihad in the future""",Negative,1.0
2023-08-26,United Arab Emirates,"""Very bad experience""",Negative,1.0
2023-08-24,Thailand,"""with very good impression""",Positive,5.0
2023-08-24,Thailand,"""We expected more for a premium airline""",Neutral,2.5
2023-08-21,Saudi Arabia,"""Worst experience ever""",Negative,1.0
2023-08-19,Australia,"""Will never fly Etihad again""",Neutral,2.5
2023-08-18,Ireland,"""they do not care about customers""",Positive,5.0
2023-08-18,Saudi Arabia,"""food is 2/5 and needs attention""",Neutral,2.5
2023-08-18,United States,"""staff are relentless and extremely rude""",Negative,1.0
2023-08-16,United Kingdom,"""informed that the upgrade was possible""",Neutral,2.5
2023-08-14,Spain,"""Would avoid if possible""",Negative,1.0
2023-08-11,Switzerland,"""our expectations for Etihad weren't met""",Neutral,2.5
2023-08-06,Germany,"""a horrible experience""",Negative,1.0
2023-07-26,United Kingdom,"""decent travel experience mostly""",Neutral,2.5
2023-07-18,Australia,"""many had broken entertainment systems""",Positive,5.0
2023-07-16,Germany,"""Etihad made this a really bad experience""",Negative,1.0
2023-07-15,Kuwait,"""the flight was pleasant""",Positive,5.0
2023-07-15,United Arab Emirates,"""fed up with Etihad""",Neutral,2.5
2023-07-11,United Arab Emirates,"""first leg of journey is missing""",Negative,1.0
2023-07-08,United States,"""representative sarcastic and cannot help""",Neutral,2.5
2023-07-02,Russian Federation,"""Overall it was a pretty hard trip""",Positive,5.0
2023-06-28,United Kingdom,"""Etihad showed complete disregard""",Negative,1.0
2023-06-20,Spain,"""I have learnt my lesson""",Neutral,2.5
2023-06-20,Switzerland,"""5 star in every way!""",Neutral,2.5
2023-06-17,United Kingdom,"""don't trust them anymore""",Positive,5.0
2023-06-15,New Zealand,"""food trays etc, in the emergency exit""",Negative,1.0
2023-06-10,United Kingdom,"""unpleasant experiences""",Negative,1.0
2023-06-06,United States,"""would gladly fly them anytime""",Neutral,2.5
2023-05-30,Spain,"""they don't seem to really care""",Positive,5.0
2023-05-28,Qatar,"""will never fly with them again""",Neutral,2.5
2023-05-24,United Arab Emirates,"""never refunded my cancelled flight""",Neutral,2.5
2023-05-23,United Kingdom,"""still not received a refund""",Neutral,2.5
2023-05-22,Spain,"""most disappointing airline""",Negative,1.0
2023-05-14,Indonesia,"""staff rude and unprofessional""",Negative,1.0
2023-05-08,United Arab Emirates,"""Complete disappointment"" ",Negative,1.0
2023-04-25,Pakistan,"""would highly recommend""",Positive,5.0
2023-04-14,United States,"""One of the worst airlines I have flown""",Negative,1.0
2023-04-09,Switzerland,"""dirty cabin with incompetent crew""",Negative,1.0
2023-04-08,United Kingdom,"""Etihad can’t match the other carrier’s overall services""",Neutral,2.5
2023-03-27,United Kingdom,"""Service poor""",Negative,1.0
2023-03-24,United Arab Emirates,"""avoid if you can""",Negative,1.0
2023-03-20,United Kingdom,"""extremely disappointing""",Negative,1.0
2023-03-19,Germany,"""Overall a horrible experience""",Negative,1.0
2023-03-16,Switzerland,"""Very bad service""",Negative,1.0
2023-03-15,Canada,"""They just don’t seem to care""",Positive,5.0
2023-03-09,Malaysia,"""Large legroom for economy""",Neutral,2.5
2023-03-05,United Arab Emirates,"""an unwelcoming attitude""",Neutral,2.5
2023-03-04,Germany,"""the service was a disaster""",Negative,1.0
2023-03-03,United States,"""a very disappointing experience""",Negative,1.0
2023-03-03,United States,"""I will never fly Etihad in future""",Neutral,2.5
2023-03-02,Canada,"""very uncomfortable""",Negative,1.0
2023-03-02,Sweden,"""my bag did not make it""",Neutral,2.5
2023-02-26,Bahrain,"""worst flying experience""",Negative,1.0
2023-02-19,United States,"""cabin was neat and clean, the seats comfortable""",Positive,5.0
2023-02-16,Australia,"""somewhat pleasant 14 hour""",Positive,5.0
2023-02-08,Ireland,"""Bitterly disappointing""",Negative,1.0
2023-02-04,Netherlands,"""The flight itself was alright""",Neutral,2.5
2023-01-28,Thailand,"""Felt like a budget airline""",Neutral,2.5
2023-01-28,Australia,"""worst experience is T3 Abu Dhabi"" ",Negative,1.0
2023-01-19,United Kingdom,"""should make an insurance claim""",Neutral,2.5
2023-01-18,Germany,"""on top of everything useless staff""",Negative,1.0
2023-01-11,Oman,"""What a terrible experience""",Negative,1.0
2023-01-09,Canada,"""recommend never flying with Etihad""",Neutral,2.5
2023-01-08,Australia,"""cabin crew are so rude""",Negative,1.0
2023-01-07,Singapore,"""may want to avoid this airline""",Negative,1.0
2023-01-05,Canada,"""it felt like a low cost carrier""",Neutral,2.5
2023-01-03,France,"""stay away from this airline""",Neutral,2.5
2022-12-31,Italy,"""Flight attendants outright rude""",Negative,1.0
2022-12-29,Russian Federation,"""I recommend choosing another airline""",Neutral,2.5
2022-12-27,Canada,"""flight was disappointing""",Negative,1.0
2022-12-26,Australia,"""did not provide me any room for stop-over""",Negative,1.0
2022-12-19,Ireland,"""don't book Etihad Airways""",Neutral,2.5
2022-12-09,United Kingdom,"""no compensation would be given""",Neutral,2.5
2022-12-08,Czech Republic,"""Horrible food. Terrible airport""",Negative,1.0
2022-12-03,United States,"""airport experience was one of the worst""",Negative,1.0
2022-12-01,United Kingdom,"""Don’t waste your money booking seats""",Negative,1.0
2022-11-27,Australia,"""will never fly with them again""",Neutral,2.5
2022-11-26,United States,"""disappointed with the schedule changes""",Negative,1.0
2022-11-16,Greece,"""they reimburse only hotels in Abu Dhabi""",Neutral,2.5
2022-11-12,Switzerland,"""product is much better than Emirates First""",Positive,5.0
2022-11-11,Switzerland,"""3½ hours of mediocrity""",Negative,1.0
2022-10-30,Switzerland,"""Etihad just overbooks flights""",Neutral,2.5
2022-10-17,United States,"""Very disappointed""",Negative,1.0
2022-10-15,Thailand,"""Very small portion of food served""",Neutral,2.5
2022-10-14,Australia,"""Most disappointing experience""",Negative,1.0
2022-10-11,United States,"""experience before boarding is simply horrible""",Negative,1.0
2022-10-07,Australia,"""affordable but not glamourous""",Positive,5.0
2022-10-04,Singapore,"""damaged my hard case bag"" ",Negative,1.0
2022-09-27,France,"""seat very confortable""",Neutral,2.5
2022-09-22,Australia,"""money still isn't back in my account""",Neutral,2.5
2022-09-12,Turkey,"""I had the worst experience""",Negative,1.0
2022-09-10,Australia,"""will not fly with them again""",Neutral,2.5
2022-09-02,Australia,"""worst flight experience I have had""",Negative,1.0
2022-08-24,Australia,"""owes me $2000 for damaged baggage""",Negative,1.0
2022-08-23,Saudi Arabia,"""They nickel and dime you""",Neutral,2.5
2022-08-22,United Arab Emirates,"""Easily the worst airline experience""",Negative,1.0
2022-08-19,Australia,"""No water or food provided""",Neutral,2.5
2022-08-17,United States,"""none of the 3 checked-in baggage arrived""",Neutral,2.5
2022-08-11,United Arab Emirates,"""money that was taken from me for no reason""",Neutral,2.5
2022-08-05,Australia,"""just atrocious and money hungry""",Neutral,2.5
2022-08-04,United Arab Emirates,"""worst in customer service""",Negative,1.0
2022-08-03,Switzerland,"""I recommend Etihad Airways""",Neutral,2.5
2022-08-01,United Kingdom,"""Horrible customer service""",Negative,1.0
2022-07-27,United States,"""rude and unprofessional""",Negative,1.0
2022-07-17,Qatar,"""I would not recommend this airline""",Neutral,2.5
2022-07-15,Czech Republic,"""did not impress me with service""",Positive,5.0
2022-07-07,Australia,"""will fly them again""",Neutral,2.5
2022-07-03,Thailand,"""staff did absolute minimum only""",Neutral,2.5
2022-07-03,Australia,"""consoling messages but absolutely zero/no action""",Neutral,2.5
2022-06-29,Malaysia,"""she was unapologetic, unhelpful and unhappy""",Negative,1.0
2022-06-25,Thailand,"""they refuse to refund""",Negative,1.0
2022-06-22,United Arab Emirates,"""Two great flights""",Positive,5.0
2022-06-21,United States,"""I wont book Etihad again""",Neutral,2.5
2022-06-21,Russian Federation,"""demanded that we provide Thaipass""",Negative,1.0
2022-06-09,Russian Federation,"""not to use this company for flights with pets""",Neutral,2.5
2022-06-04,Finland,"""nightmare of an experience""",Neutral,2.5
2022-05-30,United Arab Emirates,"""I am making endless calls to call center""",Neutral,2.5
2022-05-30,Germany,"""high service level""",Neutral,2.5
2022-05-21,Canada,"""This is just a delay tactic""",Negative,1.0
2022-05-20,Germany,"""Every single flight has had some delay""",Negative,1.0
2022-05-19,Ireland,"""Service is mostly rude and uninterested""",Negative,1.0
2022-05-19,United Kingdom,"""I will never be travelling with them again""",Neutral,2.5
2022-05-10,Singapore,"""I had a good experience on Etihad""",Positive,5.0
2022-05-08,Israel,"""Everything was prefect""",Neutral,2.5
2022-05-04,Australia,"""worst flight I experienced by far""",Negative,1.0
2022-04-18,Ireland,"""food and service on board was appalling""",Neutral,2.5
2022-04-18,United Kingdom,"""coerced to pay additional 800 GBP""",Negative,1.0
2022-04-15,United States,"""changed my layover from 6 hours to 12 hours""",Neutral,2.5
2022-04-14,Australia,"""deducting a cancellation fee""",Neutral,2.5
2022-04-10,Australia,"""First and last time choosing Etihad""",Neutral,2.5
2022-04-01,United Arab Emirates,"""Keep up the good service""",Positive,5.0
2022-03-31,United States,"""By far the worst experience""",Negative,1.0
2022-03-27,South Africa,"""become increasingly disappointing""",Negative,1.0
2022-03-27,United States,"""a bad experience at all levels""",Negative,1.0
2022-03-25,Netherlands,"""I’m extremely disappointed""",Negative,1.0
2022-03-24,Switzerland,"""Disaster, and never again!""",Negative,1.0
2022-03-23,United Arab Emirates,"""below average experience""",Neutral,2.5
2022-03-23,United States,"""This was the worst flight experience""",Negative,1.0
2022-03-19,United Kingdom,"""attentive, friendly and professional""",Positive,5.0
2022-03-18,Myanmar,"""Denied to board my checked bag""",Negative,1.0
2022-03-15,United Kingdom,"""Customer service were rude and arrogant""",Negative,1.0
2022-03-13,United Kingdom,"""Bad service over 4 flights""",Negative,1.0
2022-03-13,United States,"""worst experience was my Inbound journey""",Negative,1.0
2022-03-13,Germany,"""not recommend flying with Etihad""",Neutral,2.5
2022-03-13,Italy,"""seat configuration 3-3-3 is really penalizing""",Neutral,2.5
2022-03-06,India,"""no full-recline seats in Business Class""",Neutral,2.5
2022-02-23,United Kingdom,"""ground services were appalling""",Neutral,2.5
2022-02-22,United Kingdom,"""I will never fly Etihad again""",Neutral,2.5
2022-02-21,United Kingdom,"""Definitely will not book with them again""",Positive,5.0
2022-02-06,United Kingdom,"""the worst service I received""",Negative,1.0
2022-02-06,United Arab Emirates,"""From best airline to worst airline""",Neutral,2.5
2022-02-05,India,"""it was totally disrespectful""",Neutral,2.5
2022-01-21,Australia,"""Really disappointed with the service""",Negative,1.0
2022-01-20,Canada,"""Bought wifi which didn’t work""",Neutral,2.5
2022-01-12,India,"""they reduced my baggage allowance""",Neutral,2.5
2022-01-08,Saudi Arabia,"""don't book quarantine packages""",Neutral,2.5
2021-12-22,United Kingdom,"""cancelled my flight with 5 hours notice""",Negative,1.0
2021-12-21,Austria,"""we are still waiting for the refund""",Neutral,2.5
2021-12-15,United Kingdom,"""the worst experience""",Negative,1.0
2021-12-14,United Kingdom,"""basically stolen money from me""",Negative,1.0
2021-12-10,New Zealand,"""do not care one bit about you""",Positive,5.0
2021-12-07,Germany,"""improved their Economy product""",Positive,5.0
2021-12-04,Saudi Arabia,"""seat choices is also very expensive""",Neutral,2.5
2021-10-08,United States,"""Flight attendants were very good and attentive""",Positive,5.0
2021-09-14,Indonesia,"""Etihad has been the worst airline""",Negative,1.0
2021-09-14,Australia,"""out of pocket for 2 years""",Neutral,2.5
2021-09-14,United States,"""Worst customer service""",Negative,1.0
2021-09-10,Oman,"""disappointment with ground staff""",Negative,1.0
2021-09-09,Germany,"""they just sent me a refund request""",Neutral,2.5
2021-08-25,Germany,"""refund request instead of a confirmation""",Neutral,2.5
2021-08-07,United Arab Emirates,"""Unbelievably disappointing service""",Negative,1.0
2021-07-29,Switzerland,"""airline credit had expired already""",Neutral,2.5
2021-07-23,United States,"""claims of invalid visa""",Neutral,2.5
2021-07-20,South Africa,"""Miles do not help right now as unable to travel""",Positive,5.0
2021-07-15,United Arab Emirates,"""Overall good service""",Positive,5.0
2021-06-15,United States,"""worst flight I’ve ever taken""",Negative,1.0
2021-06-15,United Arab Emirates,"""said the broken stroller was normal wear and tear""",Negative,1.0
2021-06-07,United Kingdom,"""worst airline I have ever travelled""",Negative,1.0
2021-05-31,Saudi Arabia,"""the lack of customer service""",Negative,1.0
2021-05-14,India,"""they came and consoled me""",Neutral,2.5
2021-04-20,United States,"""rescheduled with more than 24 hrs of layover""",Neutral,2.5
2021-04-15,United States,"""refused to refund extra 100 plus dollars""",Negative,1.0
2021-04-07,United States,"""my luggage came out 25 kg""",Neutral,2.5
2021-03-25,United Arab Emirates,"""Etihad what has gone so wrong with you?""",Negative,1.0
2021-03-07,Australia,"""I would recommend Etihad""",Neutral,2.5
2021-03-04,France,"""No one has got back to me""",Neutral,2.5
2020-12-21,Canada,"""I wasn't allowed to board""",Neutral,2.5
2020-11-23,United Kingdom,"""Etihad has been consistently appalling""",Neutral,2.5
2020-11-23,United States,"""I could only have a credit applied""",Neutral,2.5
2020-11-19,South Africa,"""obvious and effective COVID-Safe practices in place""",Positive,5.0
2020-11-16,Canada,"""no physical distancing from Abu Dhabi to Karachi""",Neutral,2.5
2020-11-16,United Arab Emirates,"""COVID safety clearly in place""",Positive,5.0
2020-11-12,Netherlands,"""I hope to fly with you again soon""",Positive,5.0
2020-10-01,Netherlands,"""I never did get the refund""",Neutral,2.5
2020-09-30,Sri Lanka,"""got a free cushion and amenities""",Positive,5.0
2020-09-29,France,"""A nice first class service""",Positive,5.0
2020-09-22,United Arab Emirates,"""The worst customer service""",Negative,1.0
2020-09-18,United Kingdom,"""response continues to be subpar""",Neutral,2.5
2020-08-26,United Kingdom,"""has shown no customer service""",Neutral,2.5
2020-08-20,Australia,"""still trying to get a refund back after fifteen weeks""",Neutral,2.5
2020-08-11,United States,"""Information inaccurate and inconsistent""",Neutral,2.5
2020-07-20,United Arab Emirates,"""better service on some flights""",Neutral,2.5
2020-07-19,Hong Kong,"""I would not recommend them""",Neutral,2.5
2020-07-01,Philippines,"""will not refund me""",Neutral,2.5
2020-06-16,Australia,"""avoiding their responsibility""",Negative,1.0
2020-06-15,Australia,"""not received any transfer of funds""",Neutral,2.5
2020-05-27,Australia,"""$3500 in cancellation fees""",Neutral,2.5
2020-05-20,Australia,"""refund would take a further 28 days""",Neutral,2.5
2020-05-15,India,"""Cheap profiteering attitude""",Neutral,2.5
2020-05-15,Australia,"""Refusing to refund flights""",Negative,1.0
2020-05-10,Spain,"""given the run around by Etihad""",Neutral,2.5
2020-05-04,Spain,"""behavior is unacceptable""",Negative,1.0
2020-04-27,United Kingdom,"""service was excellent""",Positive,5.0
2020-04-26,Australia,"""refusing to refund my fare""",Negative,1.0
2020-04-24,Australia,"""refusing to offer any refund""",Negative,1.0
2020-04-24,Australia,"""Shame on you Etihad""",Negative,1.0
2020-04-23,Australia,"""Disgusting customer service""",Negative,1.0
2020-04-20,United States,"""Our flight was very pleasant""",Positive,5.0
2020-04-19,United Arab Emirates,"""unethical and outright immoral""",Negative,1.0
2020-04-18,Greece,"""no option for a refund""",Neutral,2.5
2020-04-17,United Kingdom,"""refusing to give full refunds""",Negative,1.0
2020-04-09,Netherlands,"""don’t care for their customers""",Positive,5.0
2020-04-04,Ireland,"""acted terribly in this crisis""",Negative,1.0
2020-04-02,India,"""Worse than a low cost carrier""",Negative,1.0
2020-04-01,Netherlands,"""they cancelled our flight""",Negative,1.0
2020-03-29,Singapore,"""not worth the amount of money that I paid""",Neutral,2.5
2020-03-27,United Kingdom,"""never been so uncomfortable""",Neutral,2.5
2020-03-27,United Kingdom,"""comfortable and relaxing experience""",Positive,5.0
2020-03-26,Russian Federation,"""don't care about customers""",Positive,5.0
2020-03-26,United Kingdom,"""highly recommended""",Neutral,2.5
2020-03-26,Belgium,"""did not offer any alternative""",Neutral,2.5
2020-03-26,United Kingdom,"""profiting off the desperation""",Negative,1.0
2020-03-25,United Kingdom,"""avoid Etihad at all cost""",Negative,1.0
2020-03-21,Kazakhstan,"""did not provide alternative options""",Neutral,2.5
2020-03-20,United Kingdom,"""holds its passengers to ransom""",Neutral,2.5
2020-03-20,United Kingdom,"""I won't fly with them again""",Neutral,2.5
2020-03-15,Greece,"""didn’t give us all the money back""",Neutral,2.5
2020-03-14,United States,"""they will not allow any changes""",Neutral,2.5
2020-03-14,Australia,"""our seats have been overbooked""",Neutral,2.5
2020-03-14,United States,"""do not worry about their customers""",Negative,1.0
2020-03-13,Poland,"""I had very nice flight flights""",Positive,5.0
2020-03-12,Australia,"""putting profit ahead of people""",Positive,5.0
2020-03-12,Singapore,"""not showing caring for customers""",Positive,5.0
2020-03-02,United Arab Emirates,"""appalled by its current state""",Neutral,2.5
2020-03-02,Kuwait,"""avoid Etihad Airways at all costs""",Negative,1.0
2020-03-01,France,"""highly recommend this airline""",Positive,5.0
2020-03-01,United Kingdom,"""worst airline I have flown""",Negative,1.0
2020-02-28,United Kingdom,"""charge me for the upgrade twice""",Neutral,2.5
2020-02-26,United States,"""Was really disappointed""",Negative,1.0
2020-02-21,Seychelles,"""selling some snacks on board""",Neutral,2.5
2020-02-19,Canada,"""totally disappointed""",Negative,1.0
2020-02-19,United States,"""told tickets are cancelled""",Negative,1.0
2020-02-16,United Kingdom,"""they seated us separately""",Neutral,2.5
2020-02-15,United Kingdom,"""like to express my gratitude""",Positive,5.0
2020-02-14,New Zealand,"""never fly with Etihad again""",Neutral,2.5
2020-02-12,Canada,"""very harrowing experience""",Neutral,2.5
2020-02-11,United States,"""worst flight experience""",Negative,1.0
2020-02-04,United Kingdom,"""not up to the usual Etihad standards""",Neutral,2.5
2020-02-04,Australia,"""they cannot issue my ticket""",Neutral,2.5
2020-02-04,United States,"""the seating was very cramped""",Neutral,2.5
2020-02-04,Saudi Arabia,"""experience was disheartening""",Negative,1.0
2020-02-03,India,"""I would never recommend Etihad""",Negative,1.0
2020-02-02,United Kingdom,"""A very good flight""",Positive,5.0
2020-02-02,Switzerland,"""customer care really poor""",Negative,1.0
2020-01-31,United Kingdom,"""Worst experience ever""",Negative,1.0
2020-01-29,Kuwait,"""Not a good practice""",Positive,5.0
2020-01-28,Switzerland,"""worst I've experienced""",Negative,1.0
2020-01-27,South Africa,"""service was good.""",Positive,5.0
2020-01-26,Belgium,"""quite surprised of how good everything went""",Positive,5.0
2020-01-26,South Africa,"""Great food selection""",Positive,5.0
2020-01-23,Germany,"""no inflight entertainment system""",Positive,5.0
2020-01-22,Hong Kong,"""not use this airline anymore""",Neutral,2.5
2020-01-17,United States,"""did not even pick up my call""",Neutral,2.5
2020-01-17,Indonesia,"""more like a budget airline""",Neutral,2.5
2020-01-16,Indonesia,"""comfortable enough""",Positive,5.0
2020-01-14,United Arab Emirates,"""a genuine improvement happening""",Positive,5.0
2020-01-12,Germany,"""truly LCC style""",Positive,5.0
2020-01-12,United Kingdom,"""Will never fly them again""",Neutral,2.5
2020-01-07,Switzerland,"""Shocking behavior by cabin staff""",Negative,1.0
2020-01-06,Australia,"""Lost baggage in the transfer""",Negative,1.0
2020-01-04,Saudi Arabia,"""very poor customer service""",Negative,1.0
2020-01-01,India,"""I would not travel Etihad again""",Neutral,2.5
2019-12-24,United Arab Emirates,"""customer care is a disaster""",Negative,1.0
2019-12-20,United Kingdom,"""worst flight I have experienced""",Negative,1.0
