Date,Country,Customer Review,Analysis,Rating
2024-09-16,United Kingdom,"""I find the legroom lacking"" ",Neutral,2.5
2024-09-15,United States,"""requested cash compensation"" ",Neutral,2.5
2024-09-14,Australia,"""moved us to different seats"" ",Neutral,2.5
2024-09-10,Malaysia,"""Food was in a small portion""",Neutral,2.5
2024-09-10,United Kingdom,“Service was excellent”,Positive,5.0
2024-09-10,Malaysia,"""food was in a small portion""",Neutral,2.5
2024-09-09,United Kingdom,"""1 meal service on a 7 hour flight""",Neutral,2.5
2024-09-08,Germany,"""departed from a bus gate"" ",Neutral,2.5
2024-09-06,Germany,"""Food poor in quality""",Negative,1.0
2024-09-01,United Arab Emirates,"""One of the best airlines""",Positive,5.0
2024-08-29,Iceland,"""Qatar Airways was flawless"" ",Positive,5.0
2024-08-27,Qatar,"""cabin staff were fantastic""",Positive,5.0
2024-08-26,Australia,“a pleasure to be on board”,Positive,5.0
2024-08-25,Hong Kong,“emails have been ignored”,Negative,1.0
2024-08-20,United Kingdom,“cabin staff were amazing”,Positive,5.0
2024-08-19,United Arab Emirates,“help us find our missing luggages”,Neutral,2.5
2024-08-16,Qatar,"""seats not together"" ",Neutral,2.5
2024-08-12,United Kingdom,"""waiting for a response to my complaint""",Negative,1.0
2024-08-12,United Kingdom,"""inconsistency in service quality""",Neutral,2.5
2024-08-08,United States,"""you will be disappointed""",Negative,1.0
2024-08-06,Australia,"""far from satisfactory""",Neutral,2.5
2024-08-05,Netherlands,"""Customer service at Doha was very poor""",Negative,1.0
2024-08-04,United Kingdom,“had an aircraft change”,Neutral,2.5
2024-08-01,India,"""delayed for 8 hours""",Negative,1.0
2024-07-30,United Arab Emirates,"""Really poor experience""",Negative,1.0
2024-07-26,South Africa,“Service was great”,Positive,5.0
2024-07-22,Spain,“exceeded the weight”,Neutral,2.5
2024-07-20,United States,"""give you whatever seats they want""",Neutral,2.5
2024-07-18,United States,"""Terrific business class seating""",Positive,5.0
2024-07-18,United Kingdom,"""did a wonderful job""",Positive,5.0
2024-07-18,Armenia,"""I can't even say how grateful I am""",Positive,5.0
2024-07-13,Iceland,“Service was expectedly world class”,Neutral,2.5
2024-07-13,Iceland,“a high level of comfort”,Neutral,2.5
2024-07-13,Australia,"""overall it was a good flight""",Positive,5.0
2024-07-11,Singapore,"""worst possible check in Singapore""",Negative,1.0
2024-07-11,Netherlands,"""no snack before landing"" ",Neutral,2.5
2024-07-11,United States,"""extremely helpful""",Positive,5.0
2024-07-10,United States,"""deeply disappointing experience""",Negative,1.0
2024-07-08,Australia,"""kept my business class upgrade"" ",Neutral,2.5
2024-07-07,United Kingdom,"""their exceptional service""",Neutral,2.5
2024-07-05,Poland,"""excellent personal attitude""",Positive,5.0
2024-07-05,Kenya,"""thoroughly enjoy flying Qatar Airways""",Positive,5.0
2024-07-04,Qatar,"""The cabin service was perfect""",Positive,5.0
2024-07-01,Belgium,"""Qatar Airways is my first option""",Neutral,2.5
2024-06-29,United Kingdom,"""aren’t anything special""",Positive,5.0
2024-06-27,Norway,"""increase Avios required for upgrades""",Neutral,2.5
2024-06-26,Germany,"""poor standard of food"" ",Negative,1.0
2024-06-23,Singapore,"""Had a very good flight""",Positive,5.0
2024-06-15,Portugal,"“request for a refund""",Neutral,2.5
2024-06-14,Austria,“always a pleasure to fly with Qatar”,Positive,5.0
2024-06-11,Singapore,“assume I was not served the right meal”,Neutral,2.5
2024-06-11,Qatar,"""Kudos to great service""",Positive,5.0
2024-06-08,Germany,"""ordered meal wasn’t on board""",Neutral,2.5
2024-06-08,Germany,"""Flight was smooth and uneventful""",Neutral,2.5
2024-06-06,Qatar,"“unnecessary delay""",Negative,1.0
2024-06-05,Canada,"""not able to provide the same food""",Neutral,2.5
2024-06-01,Iraq,"""the 12.55 flight was left""",Negative,1.0
2024-06-01,Singapore,"""seat was narrower than usual""",Neutral,2.5
2024-05-31,Australia,"""change flights to week later""",Neutral,2.5
2024-05-31,Netherlands,"""they lost my luggage""",Negative,1.0
2024-05-30,United Kingdom,"""I can highly recommend"" ",Positive,5.0
2024-05-30,United Kingdom,"""excellent service onboard"" ",Positive,5.0
2024-05-30,Poland,“1 hour stuck inside a very hot plane”,Neutral,2.5
2024-05-30,Cambodia,"""lost my 7-year-old daughter's luggage and golf clubs""",Negative,1.0
2024-05-30,Cayman Islands,"""reached out to seek compensation"" ",Neutral,2.5
2024-05-29,United States,“all expectations met”,Neutral,2.5
2024-05-29,United Kingdom,"""Food nothing to write home about""",Neutral,2.5
2024-05-29,Romania,"""crew are really attentive""",Neutral,2.5
2024-05-28,Qatar,"""cabin staff was gossiping loudly""",Negative,1.0
2024-05-27,Lebanon,"""Overall a good trip"" ",Positive,5.0
2024-05-27,United Kingdom,"""downgrade from QSuites"" ",Neutral,2.5
2024-05-27,Thailand,"""an excellent airline"" ",Positive,5.0
2024-05-25,Ireland,"""definitely choose Qatar Airways again""",Positive,5.0
2024-05-21,United Kingdom,“Nothing to fault”,Neutral,2.5
2024-05-20,United Arab Emirates,"""extremely disappointed""",Negative,1.0
2024-05-18,United Arab Emirates,"""aircraft will not have Qsuites""",Neutral,2.5
2024-05-17,South Africa,“staff are helpful and friendly”,Positive,5.0
2024-05-11,Vietnam,“Cannot fault the service”,Negative,1.0
2024-05-07,Canada,"""unfriendly and rude to me""",Negative,1.0
2024-05-07,Canada,"""zero empathy and customer service""",Neutral,2.5
2024-05-05,France,"""late in serving my meal"" ",Neutral,2.5
2024-05-04,United States,"""really went above and beyond"" ",Neutral,2.5
2024-05-01,Australia,"""Very good service onboard""",Positive,5.0
2024-04-26,Australia,"""the service was impeccable""",Neutral,2.5
2024-04-26,Australia,"""did not include lounge access"" ",Neutral,2.5
2024-04-25,Qatar,"""old business class seats"" ",Neutral,2.5
2024-04-24,Cyprus,“vegan meal option impressed me”,Positive,5.0
2024-04-17,Qatar,“service was fantastic”,Positive,5.0
2024-04-17,Australia,"""did not entitle me to lounge access""",Neutral,2.5
2024-04-15,Taiwan,“Flight attendants are polite”,Neutral,2.5
2024-04-13,Kuwait,"""long wait for buses""",Neutral,2.5
2024-04-10,Germany,"""Overall a good flight""",Positive,5.0
2024-04-09,United Kingdom,"""did make up for our disappointment""",Negative,1.0
2024-04-08,Kuwait,"""an enjoyable experience""",Positive,5.0
2024-04-05,Netherlands,"""compensate us for half of the bags value""",Neutral,2.5
2024-04-03,Germany,"""not enough food for the 6h flight""",Neutral,2.5
2024-04-03,United Kingdom,"""a great flight""",Positive,5.0
2024-04-03,United Kingdom,"""What a disappointment""",Negative,1.0
2024-04-01,United Kingdom,"""happy to fly with Qatar again""",Positive,5.0
2024-04-01,Iceland,"""expectedly outstanding""",Positive,5.0
2024-04-01,Finland,"""always received fantastic service""",Positive,5.0
2024-04-01,United Kingdom,"""blame each other for the delay""",Negative,1.0
2024-04-01,United Kingdom,"""Left my mobile phone on flight""",Neutral,2.5
2024-03-31,United States,"""American Airlines is lowering the standard""",Negative,1.0
2024-03-31,Australia,“QSuite was exceptional”,Neutral,2.5
2024-03-28,United Kingdom,"""I claimed for the delay""",Negative,1.0
2024-03-28,Germany,"""the footrest is too narrow""",Neutral,2.5
2024-03-27,France,"""Everything was perfect""",Positive,5.0
2024-03-26,Germany,"""Overall a very good flight""",Positive,5.0
2024-03-22,United Kingdom,"""was never addressed by name""",Neutral,2.5
2024-03-19,Germany,“service great as always”,Positive,5.0
2024-03-19,Australia,"""Would fly with them again""",Neutral,2.5
2024-03-18,United Kingdom,"""flights were steady enough""",Neutral,2.5
2024-03-13,Germany,"""Will recommend to others""",Neutral,2.5
2024-03-13,Netherlands,"""just one meal on this flight""",Neutral,2.5
2024-03-10,Bulgaria,"""given completely different seats"" ",Neutral,2.5
2024-03-09,Sweden,"""Very happy with Qatar Airways"" ",Positive,5.0
2024-03-09,Germany,"""Service and catering very good""",Positive,5.0
2024-03-02,United Kingdom,“marred by inconveniences”,Negative,1.0
2024-02-29,Canada,"""seat wouldn't stay up""",Neutral,2.5
2024-02-29,Australia,"""no attempt to address our complaint""",Negative,1.0
2024-02-25,Qatar,“I hope they update the A380”,Positive,5.0
2024-02-22,United Kingdom,"""I’d rate them maybe 7/10"" ",Neutral,2.5
2024-02-20,United Kingdom,"""remarkable experience""",Positive,5.0
2024-02-20,United States,“incredible service”,Neutral,2.5
2024-02-16,Germany,"""not the extraordinary experience""",Neutral,2.5
2024-02-15,Germany,"""can’t get it any better""",Positive,5.0
2024-02-14,United States,"""refuse to fully reimburse me""",Negative,1.0
2024-02-12,United States,"""Inflight entertainment was top notch""",Positive,5.0
2024-02-03,Qatar,"""definitely recommend them"" ",Positive,5.0
2024-02-03,Australia,"""No other airline comes anywhere close""",Neutral,2.5
2024-01-27,United Kingdom,“it was not the standard expected”,Neutral,2.5
2024-01-26,United States,"""Bags didn’t came on time""",Neutral,2.5
2024-01-25,Australia,"""no covered canopy on the stairs""",Neutral,2.5
2024-01-22,Singapore,“cabin crews are friendly and professional”,Positive,5.0
2024-01-18,Australia,"""genuine warmth and hospitality""",Positive,5.0
2024-01-17,Lebanon,"""Four excellent flights""",Positive,5.0
2024-01-15,United Kingdom,"""lack of empathy""",Negative,1.0
2024-01-14,United Kingdom,"""offered me a ridiculous compensation""",Negative,1.0
2024-01-13,Iceland,“Flawless onboard service”,Positive,5.0
2024-01-13,Iceland,“lived up to its reputation”,Neutral,2.5
2024-01-12,United Kingdom,"""received a below average""",Neutral,2.5
2024-01-12,United States,"""Flight to Doha was good"" ",Positive,5.0
2024-01-11,Australia,"""found the cabin crew very professional""",Neutral,2.5
2024-01-11,Greece,"""extraordinary efficiency and professionality""",Neutral,2.5
2024-01-09,Denmark,“staff were absolutely wonderful”,Positive,5.0
2024-01-07,Germany,"""great catering and service""",Positive,5.0
2024-01-05,Switzerland,"""attempts to obtain a partial refund were ignored""",Negative,1.0
2023-12-20,Germany,"""crew was enthusiastic and helpful""",Positive,5.0
2023-12-20,Belgium,"""seats narrow and uncomfortable""",Negative,1.0
2023-12-19,Australia,"""Service was excellent""",Positive,5.0
2023-12-18,United Kingdom,"""I would expect a part refund""",Neutral,2.5
2023-12-17,Kuwait,"""Overall excellent experience""",Positive,5.0
2023-12-13,Bahrain,"""all time most pleasant flight""",Positive,5.0
2023-12-11,United Arab Emirates,“a level of service second to none”,Neutral,2.5
2023-12-09,United Kingdom,"""I will be using Qatar Airways in future""",Neutral,2.5
2023-12-04,Italy,"""Very nice flights with Qatar Airways""",Positive,5.0
2023-11-29,Australia,“seats were really uncomfortable”,Negative,1.0
2023-11-25,South Africa,"""I should have checked my luggage""",Neutral,2.5
2023-11-24,Switzerland,"""we had to repack twice""",Neutral,2.5
2023-11-24,Netherlands,"""Seats are too narrow""",Neutral,2.5
2023-11-19,United Arab Emirates,"""The food was sub par""",Neutral,2.5
2023-11-18,United Kingdom,"""Both flights were excellent""",Positive,5.0
2023-11-16,United States,"""My grievances were ignored""",Negative,1.0
2023-11-11,United States,"""crew level has come down""",Neutral,2.5
2023-11-11,Belgium,"""seats were narrow and uncomfortable""",Negative,1.0
2023-11-07,Australia,"""my favorite airline at the moment""",Positive,5.0
2023-11-06,Sweden,"""Food could be improved"" ",Positive,5.0
2023-11-06,Sweden,"""comfort and quality all top"" ",Positive,5.0
2023-11-06,Sweden,"""an excelent trip"" ",Neutral,2.5
2023-11-02,United States,"""flight attendant Erica was amazing""",Positive,5.0
2023-11-02,United Kingdom,"""paid out the initial compulsory delayed compensation """,Negative,1.0
2023-10-31,Denmark,"""there were no transfer counters""",Neutral,2.5
2023-10-30,France,"""A350 is good and comfortable""",Positive,5.0
2023-10-29,United Kingdom,"""friendly cabin staff service""",Positive,5.0
2023-10-28,Denmark,"""Qatar delivers top notch at times""",Neutral,2.5
2023-10-27,Germany,"""Thank you for the great experience""",Positive,5.0
2023-10-27,Nepal,"""Overall nice experience""",Positive,5.0
2023-10-26,United States,"""airline has nice seats""",Positive,5.0
2023-10-25,Germany,"""issues on the ground"" ",Neutral,2.5
2023-10-21,China,"""the cabin crew was super nice""",Positive,5.0
2023-10-16,France,"""Another great experience"" ",Positive,5.0
2023-10-11,Kuwait,"""absolutely lovely experience""",Positive,5.0
2023-10-11,United Kingdom,"""Toilets were a mess""",Negative,1.0
2023-10-11,United Kingdom,"""IFE is exceptional""",Neutral,2.5
2023-10-10,Australia,"""Offered me 10,000 avios as compensation"" ",Neutral,2.5
2023-10-07,United Arab Emirates,"""spoiled by the ground staff at Doha""",Neutral,2.5
2023-10-07,United Arab Emirates,"""Excellent experience let down by delays""",Neutral,2.5
2023-10-06,United Kingdom,"""five star customer service""",Neutral,2.5
2023-10-05,South Africa,"""missing bag apparently was traced in AMS""",Negative,1.0
2023-10-04,Thailand,"""things went fairly smooth""",Neutral,2.5
2023-10-03,Australia,"""seating was simply just too small""",Neutral,2.5
2023-10-03,United States,"""exceptional service""",Neutral,2.5
2023-10-03,France,"""most disappointing was the food""",Negative,1.0
2023-10-02,United States,"""exceptional service""",Neutral,2.5
2023-10-01,Australia,"""Garuda Business lounge that was really awful""",Negative,1.0
2023-09-30,Oman,"""they use a small aircraft""",Neutral,2.5
2023-09-30,Czech Republic,"""the leg room felt a little tighter""",Neutral,2.5
2023-09-30,Singapore,"""the need to take buses""",Neutral,2.5
2023-09-27,Bahrain,"""didn't acknowledge or greet me""",Neutral,2.5
2023-09-23,Austria,"""helped us tremendously""",Positive,5.0
2023-09-23,Qatar,“First Class lounge in Doha is amazing”,Positive,5.0
2023-09-23,Australia,“experience couldn’t have been better”,Neutral,2.5
2023-09-23,Germany,"""fast service and good offerings""",Positive,5.0
2023-09-22,United Kingdom,"""we never got a refund""",Neutral,2.5
2023-09-22,Uganda,"""lost the connection flight""",Negative,1.0
2023-09-22,Germany,"""The service was amazing""",Positive,5.0
2023-09-20,Germany,"""very average flights""",Neutral,2.5
2023-09-20,New Zealand,"""Staff and aircraft were fantastic""",Positive,5.0
2023-09-19,United States,"""my seat was not in an exit row""",Neutral,2.5
2023-09-18,South Africa,"""Brilliant service as always""",Positive,5.0
2023-09-18,Australia,"""changed our plane to one that didn't have Qsuites""",Neutral,2.5
2023-09-18,Australia,"""Incredible from start to finish""",Neutral,2.5
2023-09-15,United States,"""not able to select seat""",Neutral,2.5
2023-09-14,Lebanon,"""highly polished, professional service""",Neutral,2.5
2023-09-14,Germany,"""not able complete the food service""",Neutral,2.5
2023-09-13,Australia,"""This is truly a 5 star airline""",Positive,5.0
2023-09-13,United Kingdom,"""another fantastic experience""",Positive,5.0
2023-09-12,Thailand,"""Seat comfort on 787 absolute zero"" ",Neutral,2.5
2023-09-12,Poland,"""waiting for some invoices for more than a year""",Neutral,2.5
2023-09-10,United Kingdom,"""Food was terrible""",Negative,1.0
2023-09-10,United Kingdom,"""food on these flights was really tasty""",Neutral,2.5
2023-09-09,United Kingdom,"""Indigo was absolutely horrible""",Negative,1.0
2023-09-09,Australia,"""I highly recommend Qatar Airways""",Positive,5.0
2023-09-07,Pakistan,"""everything was just amazing""",Positive,5.0
2023-09-06,Sri Lanka,"""service throughout was exceptional""",Neutral,2.5
2023-09-05,New Zealand,"""I was given a middle seat""",Neutral,2.5
2023-09-04,United Kingdom,"""Will not use them again""",Neutral,2.5
2023-09-03,Qatar,"""the personal service was fantastic""",Positive,5.0
2023-08-29,Iran,"""I asked for a low salt menu""",Negative,1.0
2023-08-29,India,"""seat was quite uncomfortable""",Negative,1.0
2023-08-29,India,"""a wonderful experience""",Positive,5.0
2023-08-26,United States,"""very good business class product""",Positive,5.0
2023-08-26,France,"""upgrade was only for the segment""",Neutral,2.5
2023-08-24,Germany,"""Al Safwa lounge food has improved""",Positive,5.0
2023-08-22,Germany,"""experienced such bad service""",Negative,1.0
2023-08-21,United States,"""highlights the exemplary service""",Neutral,2.5
2023-08-20,Italy,"""Excellent service provided""",Positive,5.0
2023-08-19,South Africa,"""Both my meals were inedible""",Neutral,2.5
2023-08-17,Indonesia,"""Qsuite was exceptional""",Neutral,2.5
2023-08-16,Australia,"""Excellent service as always""",Positive,5.0
2023-08-15,Vietnam,"""tedious bus-gating in Doha""",Neutral,2.5
2023-08-12,Netherlands,"""The internet was the worst""",Negative,1.0
2023-08-07,Belgium,"""delay of 90 minutes""",Negative,1.0
2023-08-07,Australia,"""Boeing 787 is a small aircraft",Neutral,2.5
2023-08-02,Kenya,"""were denied lounge access""",Negative,1.0
2023-08-01,Romania,"""Absolutely memorable trip""",Neutral,2.5
2023-07-30,Poland,"""Food was amazing""",Positive,5.0
2023-07-29,Belgium,"""Service on board was good""",Positive,5.0
2023-07-27,United Kingdom,"""the original series which is  a few years old""",Neutral,2.5
2023-07-26,Germany,"""downgraded to the old seating""",Neutral,2.5
2023-07-26,Ireland,"""wait 5 hours for the next available flight""",Neutral,2.5
2023-07-26,Nigeria,"""Qatar airways is the best airline""",Positive,5.0
2023-07-21,United Kingdom,"""cheap and no-frill experience""",Neutral,2.5
2023-07-20,Philippines,"""best service provided""",Positive,5.0
2023-07-19,United States,"""IFE system did not work""",Neutral,2.5
2023-07-16,South Africa,"""Flights always on time""",Neutral,2.5
2023-07-16,South Africa,"""made me feel unwelcome""",Negative,1.0
2023-07-14,United Kingdom,"""Qatar Airways is the best way to go""",Positive,5.0
2023-07-13,India,"""The seat was uncomfortable""",Negative,1.0
2023-07-12,United States,"""stuck at the airport this whole time""",Neutral,2.5
2023-07-10,New Zealand,"""Friendly helpful staff""",Positive,5.0
2023-07-04,United Arab Emirates,"""Didn't give access to a lounge"" ",Neutral,2.5
2023-07-01,Hong Kong,"""turned out to be exactly as advertised""",Neutral,2.5
2023-06-23,United States,"""food was disgusting""",Negative,1.0
2023-06-21,Germany,"""Flights uneventful,""",Neutral,2.5
2023-06-21,United States,"""Flight was okay""",Neutral,2.5
2023-06-16,Romania,"""rather use a different airline""",Neutral,2.5
2023-06-15,France,"""put his seat in full recline position""",Neutral,2.5
2023-06-15,Vietnam,"""was well pampered""",Neutral,2.5
2023-06-14,Netherlands,"""Will keep flying Qatar""",Neutral,2.5
2023-06-14,Qatar,"""my seat was uncomfortable""",Negative,1.0
2023-06-14,United States,"""customer service was super courteous""",Positive,5.0
2023-06-09,Bulgaria,"""Exceptional service""",Neutral,2.5
2023-06-07,New Zealand,"""utmost satisfaction and appreciation""",Positive,5.0
2023-06-07,Germany,"""rather underwhelming experience""",Neutral,2.5
2023-06-06,Australia,"""difficult to deal with customer service""",Negative,1.0
2023-06-03,Philippines,"""appreciate the good and warm services""",Positive,5.0
2023-05-27,United States,"""switched us from suites""",Neutral,2.5
2023-05-24,United Kingdom,"""Great seats in business class""",Positive,5.0
2023-05-24,United States,"""they put me in exit row center""",Neutral,2.5
2023-05-22,Philippines,"""had a very good experience""",Positive,5.0
2023-05-21,Thailand,"""transfering with bus was too long""",Neutral,2.5
2023-05-21,Thailand,"""a problem with my seat""",Negative,1.0
2023-05-18,United Kingdom,"""Amazing service!""",Positive,5.0
2023-05-17,Australia,"""pay over 900 euros in excess baggage""",Negative,1.0
2023-05-16,Germany,"""Every single flight was amazing""",Positive,5.0
2023-05-14,Australia,"""Great onboard care""",Positive,5.0
2023-05-12,Germany,"""an extremely pleasant flight"" ",Positive,5.0
2023-05-12,Australia,"""the flight was enjoyable"" ",Positive,5.0
2023-05-09,United States,"""25 hr journey took 45h""",Neutral,2.5
2023-05-06,Sweden,"""Food quality up to the regular standards""",Neutral,2.5
2023-05-06,Sweden,"""free wi-fi isn't included""",Positive,5.0
2023-05-06,Sweden,"""Service on point as always""",Neutral,2.5
2023-05-05,Qatar,"""the service was top notch"" ",Neutral,2.5
2023-05-04,Ireland,"""friendly and helpful crew""",Positive,5.0
2023-05-03,United Kingdom,"""She was simply the best""",Positive,5.0
2023-05-02,United Kingdom,"""courteous and helpful staff""",Positive,5.0
2023-04-26,Spain,"""big thank you to all the crew""",Neutral,2.5
2023-04-24,United States,"""was against their regulations""",Neutral,2.5
2023-04-23,United States,"""changed me to aisle seat 8G"" ",Neutral,2.5
2023-04-22,Australia,"""always consistently good""",Positive,5.0
2023-04-17,United States,"""such an outstanding cabin crew""",Positive,5.0
2023-04-15,South Africa,"""aircraft changed at the last minute""",Neutral,2.5
2023-04-15,South Africa,"""One of the best flights overall""",Positive,5.0
2023-04-14,Thailand,"""left me in a less than good mood""",Neutral,2.5
2023-04-10,Japan,"""in-flight experience was mostly good""",Positive,5.0
2023-04-10,Brazil,"""a good airline, not expensive""",Positive,5.0
2023-04-07,Qatar,"""professionalism and dedication"" ",Neutral,2.5
2023-04-04,Ireland,"""she went over and above her call of duty""",Neutral,2.5
2023-04-01,United Kingdom,"""service on board was okay""",Neutral,2.5
2023-03-29,Algeria,"""always been satisfied""",Positive,5.0
2023-03-26,Germany,"""Width of seats unacceptable""",Negative,1.0
2023-03-25,United Kingdom,"""Superb level of service""",Positive,5.0
2023-03-25,Spain,"""the plane class changed""",Neutral,2.5
2023-03-25,Netherlands,"""They are the best"" ",Positive,5.0
2023-03-25,Australia,"""went above and beyond"" ",Neutral,2.5
2023-03-24,United States,"""exceptional hospitality"" ",Neutral,2.5
2023-03-22,Qatar,"""service was fantastic""",Positive,5.0
2023-03-22,United States,"""found the meals to be poor"" ",Negative,1.0
2023-03-19,United Kingdom,"""crew were friendly and very attentive""",Positive,5.0
2023-03-17,India,"""wonderful inflight experience""",Positive,5.0
2023-03-16,Switzerland,"""ignored my complaint""",Negative,1.0
2023-03-13,Vietnam,"""Award booking took weeks to book""",Positive,5.0
2023-03-12,Poland,"""staff were helpful""",Positive,5.0
2023-03-11,United Kingdom,"""water has to be requested""",Neutral,2.5
2023-03-10,Singapore,"""we have heard nothing""",Neutral,2.5
2023-03-10,United Kingdom,"""not prepared to give me any compensation""",Neutral,2.5
2023-03-09,United States,"""not responsible for the compensation""",Neutral,2.5
2023-03-07,United States,"""the aircraft had changed""",Neutral,2.5
2023-03-03,United Kingdom,"""what an incredible experience with Qatar""",Neutral,2.5
2023-03-02,United States,"""waiting for the driver to deliver it""",Neutral,2.5
2023-02-23,United Kingdom,"""Kids meals were awful""",Negative,1.0
2023-02-22,Switzerland,"""one space left and I could fly""",Negative,1.0
